ab_speed,total_power,flexionXPower,lateralXPower
0.00185,0.25825366,0.05427751,0.043663173
0.00247,0.25648482,0.053888565,0.043497713
0.00039,0.25437278,0.053439134,0.043162963
0.00036,0.25324253,0.053207345,0.042990022
0.00014,0.25277037,0.053108143,0.042918826
0.00027,0.2559478,0.053775734,0.04344745
0.00169,0.25795561,0.054209107,0.043718811
0.00262,0.25923506,0.054501142,0.043827262
0.00339,0.2592693,0.054531503,0.043698002
0.00477,0.25930403,0.054579349,0.043525604
0.00046,0.25948479,0.054623191,0.043613872
0.00006,0.27388634,0.057660926,0.046077167
0.0035,0.28230047,0.059400816,0.047711783
0.00305,0.29511901,0.062071689,0.050074851
0.00235,0.30570525,0.064277784,0.05202816
0.00273,0.31450551,0.066100035,0.053706419
0.00276,0.32218295,0.067692024,0.055204681
0.00031,0.33093298,0.069530443,0.056728587
0.00046,0.33106113,0.069564762,0.056738824
0.0025,0.33177571,0.069744555,0.056750783
0.0026,0.33708632,0.070891046,0.057542117
0.0042,0.35906446,0.075585342,0.061094128
0.00373,0.37787953,0.079613553,0.064112035
0.00295,0.46221187,0.097453377,0.078244836
0.00295,0.49499549,0.104453965,0.083603378
0.00053,0.52868176,0.111586059,0.089270416
0.00096,0.56290104,0.118808541,0.095192114
0.00161,0.57638216,0.121641057,0.097688395
0.00266,0.5768713,0.121705633,0.09810653
0.00377,0.59135517,0.124721749,0.101049603
0.00509,0.62410808,0.131559915,0.107329703
0.00329,0.65875567,0.138819372,0.113752667
0.00335,0.68734064,0.14481237,0.119180643
0.00333,0.71085134,0.149733969,0.123761024
0.00078,0.72605372,0.152936203,0.126528714
0.00016,0.76733521,0.161631751,0.133714644
0.00137,0.77821534,0.164010452,0.135472722
0.002,0.7783418,0.164141408,0.135285129
0.00273,0.77846835,0.164324579,0.135009213
0.00359,0.77910241,0.164702037,0.134699552
0.00437,0.78229538,0.165761425,0.134663922
0.00337,0.82795821,0.175936265,0.141949272
0.00087,0.8360093,0.177983174,0.143116303
0.00001,0.84080882,0.179361781,0.143818759
0.00393,0.84272692,0.179808596,0.144824699
0.00553,0.84192517,0.179675139,0.145632622
0.00538,0.83906701,0.179158882,0.146059912
0.00146,0.83575789,0.178489647,0.145729679
0.00118,0.83531554,0.178488459,0.14583014
0.00093,0.83295529,0.178188769,0.145170158
0.00158,0.82457644,0.176691005,0.143312497
0.00247,0.81525031,0.175111389,0.141064739
0.00378,0.80677566,0.173867696,0.138629234
0.0051,0.78204872,0.169307356,0.133039148
0.00487,0.77835928,0.169290927,0.131065583
0.00122,0.77327781,0.168496601,0.129793442
0.0014,0.7649529,0.166887632,0.128485567
0.0015,0.76493754,0.167089298,0.12860496
0.00306,0.76492261,0.167239797,0.129038831
0.00311,0.76700085,0.167814092,0.129862319
0.00359,0.78142527,0.171092219,0.132894324
0.00298,0.8131943,0.178175152,0.138824487
0.00288,0.87015255,0.190791048,0.149093864
0.00021,0.96031456,0.210603012,0.164566242
0.00041,1.09406356,0.240130494,0.187277065
0.0024,1.73992334,0.382780803,0.296278896
0.00239,1.7406652,0.383877073,0.29484474
0.00347,1.74140565,0.385401661,0.292699404
0.00327,1.74508706,0.387619566,0.291092095
0.00391,1.76300364,0.393489276,0.291225789
0.00088,1.84334188,0.412861152,0.303196829
0.00134,2.07769711,0.466139581,0.341979669
0.00206,2.10222489,0.472675451,0.346486124
0.00273,2.10706265,0.474422053,0.348366079
0.00366,2.1006578,0.473730637,0.34883307
0.00306,2.0891043,0.471825044,0.348165544
0.00089,2.07546895,0.469023627,0.346209339
0.00014,2.0585782,0.465620384,0.343231313
0.00129,2.05850308,0.466568898,0.34192043
0.00182,2.05813116,0.467679772,0.34012296
0.00265,2.05635384,0.468791541,0.337424689
0.00269,2.04864909,0.468545031,0.333786657
0.00376,2.03695216,0.468008105,0.32864009
0.00281,1.9831187,0.457233921,0.317656808
0.00001,1.98040574,0.457050734,0.317011723
0.00152,1.98012392,0.457604856,0.317408645
0.00238,1.99430068,0.461593772,0.320479674
0.00348,2.00337017,0.464677355,0.323186507
0.00448,2.00356105,0.46597461,0.324779182
0.00123,2.00892054,0.467580036,0.326060831
0.0011,2.01848463,0.470256922,0.327935
0.00001,2.0170936,0.470563568,0.327394519
0.00129,2.00984959,0.469995873,0.325036534
0.00208,1.97698734,0.463768299,0.318138793
0.00293,1.95870369,0.461404146,0.31318382
0.00431,1.84925004,0.43785093,0.293291176
0.00095,1.82027494,0.4314783,0.288205523
0.00064,1.77104941,0.420086765,0.280097828
0.00046,1.77056005,0.420207962,0.279788302
0.00033,1.77007551,0.420290638,0.279542386
0.00018,1.76772235,0.420008272,0.279039219
0.00103,1.73464457,0.41253647,0.274088262
0.00139,1.77901911,0.423447315,0.281490645
0.00201,1.86987856,0.445658636,0.296443596
0.00268,1.97727973,0.472006918,0.314262295
0.0034,2.09068134,0.500198301,0.333249033
0.00302,2.21499598,0.531177536,0.353794382
0.00013,2.22921107,0.535582237,0.35568576
0.00038,2.23107151,0.537125495,0.355452928
0.00177,2.24043585,0.540630937,0.355912804
0.00238,2.28890932,0.553963804,0.362218219
0.00305,2.36763706,0.5753972,0.372822738
0.00277,2.47788765,0.604902777,0.388295732
0.00007,2.98238932,0.7292609,0.466941183
0.00112,3.10870617,0.76132855,0.486883357
0.00121,3.10891468,0.762421173,0.487147353
0.00211,3.10912322,0.764069479,0.487587657
0.00187,3.11016621,0.765645634,0.488081843
0.00133,3.11538834,0.767905338,0.489111101
0.00129,3.23376633,0.798239686,0.507879598
0.00118,3.32045201,0.820750059,0.521623453
0.00013,3.46256335,0.856727867,0.54371519
0.00125,3.6845029,0.914027957,0.577077288
0.00133,3.82314052,0.950896586,0.597287388
0.0017,3.82352227,0.954151259,0.595450258
0.00158,3.83512845,0.960131213,0.595477507
0.00185,3.87810873,0.975222259,0.599979821
0.00001,3.92462677,0.989023828,0.606564708
0.00101,3.97906325,1.005585971,0.614625567
0.00082,4.03731493,1.022651791,0.623308676
0.00048,4.09299267,1.039131791,0.631454993
0.00085,4.17628453,1.061490585,0.644305018
0.0009,4.17842508,1.063341196,0.64469448
0.00089,4.17844817,1.064466974,0.644727655
0.00084,4.17847096,1.065686014,0.644731171
0.00069,4.17857968,1.067486976,0.644570269
0.00058,4.17895007,1.070661699,0.643531627
0.00084,4.03206983,1.03573214,0.619912895
0.00148,3.79400339,0.978816098,0.581966857
0.00187,3.49621576,0.907221645,0.535111932
0.00177,3.03540339,0.792324826,0.464066201
0.00036,2.73891169,0.71560514,0.418756619
0.00137,2.73828665,0.716665021,0.418738678
0.00102,2.71971513,0.712715646,0.415975819
0.00064,2.65955056,0.697840216,0.406830294
0.00014,2.61328695,0.687685588,0.399799669
0.00034,2.60570973,0.689067143,0.398862046
0.00052,2.6832069,0.71297685,0.411209613
0.00032,2.82484533,0.753704293,0.433596787
0.00043,3.2281079,0.864976894,0.496616147
0.00008,3.22819808,0.867524609,0.497465058
0.00043,3.22828784,0.86963973,0.498359707
0.00005,3.22873075,0.870263835,0.498645455
0.00003,3.23084108,0.870976969,0.499017167
0.00002,3.23963408,0.873419761,0.500409722
0.00015,3.51425459,0.947851125,0.543040641
0.00079,3.82532668,1.034144554,0.592288359
0.00049,4.24659707,1.150876842,0.658989742
0.00055,4.66244725,1.267221776,0.725190271
0.00011,4.99239728,1.360356617,0.778243857
0.0001,5.3204987,1.453443361,0.83129434
0.00058,5.33359779,1.460357253,0.835079716
0.00037,5.37932339,1.476121037,0.843954468
0.00018,5.58174014,1.53565486,0.877926535
0.00036,5.81674244,1.603816707,0.916847041
0.00037,5.97460194,1.650945329,0.943761556
0.00037,5.98304033,1.657018741,0.947129745
0.00038,5.71565269,1.586539469,0.906725668
0.0001,5.57288933,1.547907259,0.88472948
0.00004,5.47285868,1.520489784,0.869081728
0.00006,5.43371943,1.51010142,0.863097522
0.00024,5.43297897,1.511958501,0.864173489
0.00047,5.43223953,1.515513903,0.866076989
0.00022,5.32611696,1.4904277,0.851592151
0.00049,5.23233348,1.467222363,0.838191594
0.0005,5.13983916,1.444155554,0.824922576
0.00022,4.96736241,1.399577352,0.799124139
0.00085,4.72216534,1.333761483,0.761351338
0.00055,4.46276328,1.263584082,0.720998781
0.00054,3.82579998,1.085883594,0.619325375
0.00054,3.82419752,1.088076569,0.620258433
0.00055,3.8162018,1.088017689,0.619854062
0.00063,3.7766017,1.079004957,0.614238246
0.0004,3.58726417,1.025871182,0.583787003
0.0003,3.35429252,0.959996077,0.546111194
0.0001,2.77837024,0.795601922,0.452493163
0.00043,2.74936511,0.787603174,0.447915439
0.0014,2.80479168,0.803919586,0.457223591
0.00141,2.80529634,0.804502825,0.457594128
0.00104,2.80580241,0.805086627,0.457935173
0.00071,2.80835264,0.806884693,0.458809151
0.00051,2.95178566,0.850534626,0.483141752
0.00036,3.03811111,0.877919316,0.498132536
0.00036,3.14000345,0.909957893,0.515717915
0.00033,3.22110671,0.935763406,0.529803132
0.00033,3.25522494,0.948001653,0.536176137
0.00048,3.25566615,0.950820597,0.536987127
0.00068,3.26991328,0.957683712,0.540043825
0.00088,3.32236836,0.975346966,0.549248602
0.0009,3.3907905,0.99778136,0.561124746
0.00078,3.51685328,1.03739042,0.582634245
0.00016,3.69016598,1.091315921,0.6122229
0.00261,3.78415222,1.120885952,0.629022635
0.0019,3.83901394,1.13790798,0.638931041
0.00119,3.83951575,1.138571251,0.639572363
0.00089,3.84165101,1.140748893,0.640744803
0.00049,3.8357972,1.145350385,0.641997516
0.00058,3.81141365,1.140538273,0.639064403
0.00037,3.73069636,1.119300565,0.626865599
0.00035,3.48699676,1.049144202,0.587214342
0.00051,3.40451213,1.026455883,0.574083842
0.00075,3.32356272,1.004202454,0.561116849
0.00085,3.31776157,1.004598611,0.560784034
0.00075,3.31690383,1.006190959,0.561226715
0.00054,3.3126206,1.00688928,0.561182788
0.00059,3.10820674,0.946700362,0.527621875
0.00168,2.99499241,0.914625583,0.510037933
0.00044,2.87041573,0.878248612,0.489728138
0.00115,2.62125494,0.80289215,0.447989172
0.00225,2.50338232,0.767179077,0.428704433
0.00124,2.35007158,0.720353391,0.40289963
0.00125,2.10619346,0.645787055,0.361506752
0.00245,2.10412756,0.645623577,0.36209905
0.00011,2.0938837,0.644210751,0.361226527
0.00049,1.93786675,0.597768246,0.334984184
0.00054,1.86819527,0.577194853,0.323291459
0.00074,1.84080674,0.569719675,0.318845394
0.00093,1.85485789,0.575228415,0.321653823
0.0006,1.87906503,0.58374278,0.326224487
0.00036,1.92286336,0.598422667,0.33449604
0.00267,1.99870073,0.623229645,0.349133278
0.00207,2.05177377,0.641016048,0.359720008
0.00212,2.08779651,0.653436055,0.36743378
0.00031,2.17301881,0.682487001,0.383648741
0.00057,2.17432109,0.684110093,0.384772387
0.00354,2.18080562,0.687368032,0.388029515
0.00009,2.25790292,0.712929077,0.402515461
0.00076,2.28680651,0.723281151,0.408057043
0.00007,2.30308215,0.728634638,0.411042871
0.00003,2.30554818,0.729517814,0.411532013
0.00008,2.29502568,0.726444597,0.409767636
0.00039,2.27545804,0.721470581,0.406830253
0.00059,2.22241782,0.706092812,0.398441787
0.00156,2.19146724,0.697336202,0.394212974
0.00255,2.15636869,0.687179069,0.38965667
0.00414,2.00820167,0.642159858,0.366056526
0.00122,1.95538021,0.626142677,0.357550646
0.001954,1.88564551,0.604654872,0.346189102
0.00016,1.75254003,0.562990714,0.322329553
0.00028,1.68220838,0.541411627,0.309906687
0.000668,1.66216871,0.535741555,0.306438668
0.001891,1.65764405,0.536134355,0.305962796
0.000933,1.64157963,0.531965221,0.303247798
0.000057,1.56173903,0.506859711,0.288974818
0.001925,1.38174231,0.449059307,0.256712174
0.001549,1.26257483,0.410866265,0.2354267
0.00198,1.16910143,0.380657107,0.218759374
0.003983,1.13588216,0.369891718,0.213879737
0.001902,1.26292381,0.41117728,0.238467696
0.002495,1.3237982,0.430848667,0.250890889
0.000733,1.32502793,0.431308089,0.251476087
0.000051,1.32810594,0.432873606,0.252493216
0.000664,1.34356598,0.438722771,0.255703773
0.002643,1.61688356,0.530462614,0.307990098
0.001085,1.7214908,0.565858444,0.327989281
0.001378,1.78492557,0.588224528,0.340189118
0.000651,1.74764919,0.577111055,0.333412821
0.001561,1.74062876,0.575764678,0.333498236
0.001571,1.74046252,0.576681515,0.334897174
0.000881,1.73544079,0.577808408,0.335824916
0.000833,1.71963078,0.573927205,0.333862331
0.000425,1.71126887,0.572588813,0.333063556
0.000425,1.76844877,0.593261576,0.345013349
0.001896,1.80419916,0.605174167,0.353055666
0.000815,1.84578123,0.619039398,0.361663583
0.000359,1.97768501,0.663365722,0.387775191
0.000428,1.97799222,0.664087264,0.387772348
0.001828,1.97829892,0.666576229,0.387418887
0.001608,1.98729206,0.672047642,0.388827962
0.000554,2.02251027,0.686351619,0.395947989
0.000336,2.06567126,0.704366541,0.405297945
0.002748,2.1080001,0.729534799,0.413349171
0.000478,2.07850676,0.720952583,0.408074129
0.002241,1.99320274,0.692031729,0.392823659
0.001471,1.83015398,0.635789762,0.361597644
0.001701,1.80808944,0.62824576,0.358224833
0.001833,1.80757628,0.627986712,0.359173585
0.000026,1.7923302,0.62293012,0.356156822
0.000812,1.74015271,0.605922783,0.34548641
0.002575,1.68832988,0.591460348,0.334282293
0.001806,1.60611002,0.566028857,0.317547812
0.00054,1.59019744,0.56372398,0.315162389
0.000807,1.57562528,0.561584621,0.312330153
0.000335,1.52762729,0.54997039,0.303497737
0.001289,1.51603099,0.546642045,0.301940569
0.001836,1.51592684,0.546841498,0.302838365
0.001952,1.51528126,0.546743992,0.30365439
0.00206,1.51213969,0.54561045,0.304005377
0.000493,1.48019307,0.534116526,0.29781875
0.000257,1.15076663,0.415425391,0.231651456
0.000873,0.96675013,0.349708197,0.194451015
0.002567,0.7523134,0.273718207,0.150943584
0.002353,0.40701703,0.148950797,0.081490517
0.001387,0,0,0
0.001053,0,0,0
0.000072,0,0,0
0.000085,0,0,0
0.0011019,0,0,0
0.0023597,0,0,0
0.001855,0,0,0
0.00186348,0,0,0
0.00224122,0,0,0
0.0008098,0.02995863,0.011290107,0.006126162
0.0032221,0.09427365,0.035790845,0.019240693
0.0016511,0.10669809,0.040667431,0.021757544
0.0014086,0.10695094,0.040969235,0.021806451
0.0025055,0.10690517,0.041102128,0.021901292
0.0001328,0.10658717,0.041122703,0.021866737
0.000128,0.10450225,0.040493367,0.021474927
0.001721,0.09038761,0.035137166,0.01863526
0.001233,0.07011484,0.027295505,0.014485178
0.001626,0.06567713,0.02558552,0.013599101
0.002973,0.05994321,0.023367851,0.012459839
0.002246,0.05690972,0.022194193,0.011862569
0.00054,0.05433182,0.02119248,0.011333111
0.000153,0.05429757,0.021183971,0.011328853
0.000571,0.05426325,0.021199669,0.011318423
0.002929,0.05324567,0.020919853,0.01108523
0.001931,0.05114307,0.020168004,0.010633717
0.001038,0.05018145,0.019835868,0.01042773
0.000123,0.04939908,0.019575156,0.010270404
0.002034,0.04522729,0.017987679,0.009434151
0.001078,0.0410777,0.016376766,0.008584
0.00107,0.03896379,0.015572288,0.008156753
0.000745,0.03884866,0.015572262,0.008144628
0.001029,0.03855977,0.015495218,0.00809722
0.001024,0.03707899,0.014937434,0.007798527
0.001551,0.03105757,0.012543587,0.006546
0.000871,0.01369346,0.005543996,0.00288992
0.000492,0.00956118,0.003874613,0.002019156
0.000085,0.00599581,0.002430169,0.001266347
0.000012,0.00539413,0.002186663,0.001139288
0.000311,0.00537883,0.002181782,0.00113579
0.001554,0.00530412,0.002158231,0.001118659
0.000566,0.00499382,0.002035986,0.001054104
0.00242,0.00900008,0.003677986,0.001904989
0.000739,0.01422319,0.005828671,0.00301359
0.000669,0.02148296,0.008821962,0.004555578
0.00067,0.02832073,0.011654556,0.006010482
0.00036,0.02863148,0.011806097,0.006079435
0.000361,0.03017968,0.012470107,0.006411058
0.00036,0.03797569,0.015722765,0.008070714
0.0007145,0.09758007,0.040485279,0.020753792
0.0001738,0.15163548,0.063041182,0.032257753
0.0001734,0.20586142,0.085750686,0.043802112
0.0005392,0.24613906,0.102737068,0.052399912
0.0001721,0.24646793,0.103067006,0.052460667
0.0007462,0.24810406,0.10392852,0.052769443
0.0008464,0.25608775,0.107427247,0.054421766
0.0008455,0.30689694,0.128933318,0.065163333
0.0000645,0.32447378,0.136426393,0.06889059
0.0015385,0.33652815,0.141592417,0.071554847
0.0012864,0.35580222,0.149765453,0.075745694
0.0012844,0.36251976,0.152657797,0.077270058
0.0013942,0.36615209,0.154310048,0.078147425
0.00028889,0.36626238,0.154659204,0.078187576
0.00042339,0.36691487,0.155426427,0.078283571
0.0005781,0.36946228,0.156744824,0.078864388
0.0004015,0.37676361,0.160128531,0.080445872
0.0000338,0.45737133,0.194857573,0.097645577
0.0005954,0.48959494,0.208892237,0.104574709
0.0005921,0.5284626,0.225829739,0.11292924
0.0000583,0.5527994,0.236809963,0.118099897
0.0004063,0.58846291,0.252534482,0.125750524
0.000402,0.58856322,0.25301133,0.125800114
0.0003997,0.58866333,0.253514536,0.125850297
0.0004498,0.59155508,0.255129846,0.126397256
0.000802,0.59884394,0.258647938,0.127838379
0.000802,0.60211063,0.260421959,0.128421166
0.000358,0.60032888,0.260040165,0.127979244
0.000979,0.58302295,0.253025684,0.124384551
0.000121,0.57098219,0.248208214,0.121809251
0.000119,0.55674545,0.242429797,0.118766563
0.00065,0.52128224,0.227336945,0.111251135
0.000715,0.52683667,0.22999463,0.112499836
0.001098,0.56219747,0.245532114,0.120167062
0.001088,0.60074129,0.262472944,0.128526744
0.000884,0.68684818,0.300309114,0.147057595
0.000143,0.72393112,0.31721807,0.154941827
0.000208,0.76215415,0.334528697,0.163128583
0.000202,0.804127,0.353544323,0.172115997
0.000201,0.8056521,0.354790665,0.172448997
0.00028,0.8132693,0.358635541,0.17410798
0.00027,0.85022821,0.375427416,0.18204801
0.000243,0.93963099,0.415638705,0.20121294
0.00038,0.97720034,0.432955646,0.209311034
0.00033,0.99435486,0.441155717,0.21291039
0.000604,1.00712842,0.447295214,0.215508416
0.000704,1.00087635,0.44503264,0.214020561
0.000694,0.98832303,0.43991445,0.211188109
0.000652,0.96986802,0.432328098,0.207105397
0.000685,0.90158547,0.402474455,0.192644477
0.000686,0.85647619,0.382872958,0.183125415
0.000676,0.80574033,0.360696255,0.17239365
0.000446,0.68979977,0.309318339,0.14766388
0.001021,0.61098638,0.274372773,0.130943158
0.001482,0.51073219,0.229694311,0.109646182
0.000626,0.42685205,0.192275526,0.091716781
0.000705,0.38733145,0.174724349,0.083303855
0.001516,0.3875047,0.175088113,0.083503142
0.00213,0.38839139,0.175627545,0.083909182
0.00078,0.41184649,0.186316545,0.08906113
0.000349,0.43322714,0.196269611,0.093661327
0.000873,0.46183644,0.209540246,0.099761404
0.000705,0.49468779,0.224677288,0.106782083
0.000715,0.55439194,0.252066127,0.119583041
0.000493,0.56452246,0.256949573,0.121708996
0.000443,0.5652688,0.257693286,0.121946819
0.000947,0.56525268,0.258039433,0.122080943
0.001208,0.5651748,0.258376262,0.122231945
0.000649,0.56413626,0.25824168,0.122093293
0.000391,0.55892109,0.256280044,0.121009358
0.000658,0.53884695,0.247390841,0.116736139
0.000978,0.53102607,0.244144137,0.115145121
0.000202,0.52463867,0.24155666,0.113768102
0.000294,0.5165601,0.238146286,0.112032734
0.000804,0.51674378,0.238573746,0.112139404
0.000487,0.51677526,0.238921848,0.112175351
0.000487,0.51680835,0.239260346,0.112209637
0.00033,0.51841007,0.240315656,0.11256769
0.00031,0.52123037,0.24186868,0.113126344
0.000569,0.5234316,0.243119265,0.113524339
0.000568,0.53232578,0.247484584,0.115372054
0.000358,0.5352614,0.249185324,0.115939448
0.00165,0.53811881,0.250914586,0.116699665
0.00038,0.54070207,0.252320789,0.117281537
0.001014,0.54341804,0.253687732,0.117970969
0.001545,0.54349237,0.253858388,0.118141941
0.000532,0.5435677,0.25409025,0.11819703
0.000414,0.54933483,0.257302629,0.119349855
0.000727,0.55240928,0.259046183,0.120067144
0.000328,0.55599663,0.261078622,0.120845876
0.000272,0.55981207,0.263234081,0.121663657
0.000293,0.56802488,0.267407992,0.123445121
0.000293,0.57166314,0.269433585,0.124231951
0.000295,0.57513514,0.271398839,0.124982399
0.000487,0.58540997,0.276583428,0.127229739
0.000078,0.58541971,0.276971135,0.127193272
0.000295,0.58543067,0.27728098,0.127192127
0.000314,0.58550345,0.277574379,0.127137193
0.000675,0.59923473,0.284399937,0.129995884
0.000753,0.64747048,0.307628376,0.140314523
0.000566,0.73592305,0.349953411,0.159359638
0.000435,1.21835823,0.579852854,0.263647138
0.000014,1.39184099,0.663304419,0.301063236
0.000268,1.50161656,0.716599072,0.324747135
0.001452,1.61473904,0.771657939,0.349543429
0.000814,1.93158922,0.924197256,0.418303953
0.000627,2.06651142,0.990220505,0.447603915
0.000629,2.20363676,1.057443446,0.477399582
0.001006,2.59351166,1.246076551,0.562262498
0.000587,2.70531317,1.301260892,0.586671231
0.000809,2.76464088,1.330927623,0.599928824
0.000887,2.76636165,1.332701351,0.600761965
0.001452,2.77669574,1.338299996,0.60388481
0.001079,2.81994224,1.359572045,0.613970671
0.00108,2.9915686,1.442772205,0.652071491
0.000108,3.4179409,1.648891396,0.745042882
0.000679,3.61422387,1.745463558,0.786992372
0.000738,3.71503212,1.796156172,0.808028339
0.000619,3.81830624,1.847801647,0.829699208
0.000517,4.16671042,2.018322774,0.904598113
0.000067,4.31342118,2.091604164,0.936064042
0.000484,4.4640447,2.168142033,0.968718722
0.000723,4.86748546,2.367165818,1.056610321
0.001334,5.04323501,2.456173609,1.095742982
0.000163,5.19464355,2.533393769,1.128178773
0.000374,5.34867804,2.612362066,1.16135356
0.001107,5.63016282,2.753665567,1.223084958
0.000228,5.77291869,2.826928901,1.25364651
0.000239,5.91710117,2.900929784,1.284459413
0.000612,6.35859419,3.122929953,1.379866513
0.000651,6.53315089,3.213038424,1.417566628
0.000642,6.67597705,3.287739396,1.448348718
0.000273,6.6798938,3.293965097,1.448458067
0.000322,6.70327735,3.310256908,1.451752542
0.000418,6.79869042,3.361246547,1.470735926
0.000627,6.99245497,3.460697511,1.510610414
0.000636,7.42115413,3.676913107,1.601057079
0.000473,7.53322382,3.737823698,1.622911327
0.00152,7.62260983,3.786312193,1.643523737
0.000868,7.70781475,3.82990922,1.663020989
0.001124,7.88635119,3.919889784,1.703176378
0.001775,7.95600547,3.956074987,1.72090761
0.000735,8.02196194,3.99103939,1.735876862
0.000186,8.21167039,4.093125107,1.774378755
0.00102,8.25986074,4.121665528,1.785322364
0.00076,8.31485096,4.153451259,1.797293633
0.000225,8.35934649,4.183594052,1.805002494
0.000182,8.43647393,4.227846778,1.820337412
0.000193,8.46922676,4.249935279,1.826021624
0.000523,8.49901865,4.270864597,1.831607439
0.000324,8.56288629,4.307204671,1.843529071
0.000503,8.5811211,4.320497591,1.845303939
0.000667,8.59532606,4.332736982,1.845624797
0.000176,8.60478678,4.343194682,1.845672232
0.001487,8.61731024,4.355097328,1.849261043
0.000353,8.61917988,4.360893436,1.848817184
0.00045,8.61894331,4.366818342,1.847673393
0.00005,8.61601534,4.371050277,1.845369607
0.00022,8.61596489,4.375566187,1.844287198
0.00064,8.61570774,4.380188637,1.84368263
0.00014,8.61428258,4.385274543,1.841726308
0.00013,8.58624997,4.37679552,1.834068728
0.00018,8.5682917,4.372157762,1.829015267
0.00017,8.54588502,4.365037959,1.822984659
0.00001,8.45890035,4.326200513,1.802561982
0.00047,8.4237493,4.310612363,1.794877399
0.00065,8.38633365,4.292702208,1.787333032
0.00065,8.34625393,4.273416975,1.779187358
0.00037,8.2601196,4.231952996,1.759438578
0.00143,8.20503246,4.212727887,1.742701178
0.00064,8.1629718,4.19534416,1.731491352
0.00136,8.00692052,4.123725912,1.693717633
0.00054,7.95163683,4.098858953,1.680070781
0.00033,7.90473821,4.078621049,1.668402735
0.00008,7.85714461,4.059416497,1.656322266
0.00039,7.73930544,4.002838677,1.630329434
0.00007,7.69371758,3.983126586,1.619169422
0.00019,7.64793725,3.963952199,1.607578183
0.0003,7.48633568,3.888670918,1.570362982
0.00002,7.44512226,3.870904854,1.56015085
0.00001,7.38342387,3.843410763,1.545107804
0.00022,7.33385327,3.822144274,1.532509825
0.00007,7.23819031,3.775812411,1.510785927
0.00015,7.19245689,3.755666353,1.499420558
0.00019,7.1528536,3.73933223,1.488865566
0.00025,7.13302734,3.73674215,1.480429288
0.00004,7.12941091,3.738446331,1.477657712
0.00019,7.11105275,3.733251076,1.471343091
0.00018,7.02319537,3.691534419,1.450596329
0.00037,6.93321789,3.645386334,1.431174307
0.00038,6.85445723,3.604863054,1.414279959
0.00037,6.81336212,3.584026608,1.405141712
0.00007,6.61513101,3.485794182,1.360251594
0.00045,6.54583158,3.453137053,1.343603412
0.00058,6.48508774,3.424873141,1.328984203
0.00067,6.42371825,3.395920683,1.314356947
0.00066,6.29767662,3.332692265,1.28655919
0.0006,6.21832762,3.29414562,1.268224804
0.00031,6.15679887,3.26544247,1.253077743
0.00042,5.9440298,3.1618739,1.203204088
0.00036,5.87213784,3.127658024,1.185861271
0.00035,5.79897626,3.092679406,1.168267285
0.00004,5.7256721,3.058201767,1.14990627
0.00047,5.58508496,2.988150809,1.118029069
0.00029,5.51825862,2.956526022,1.101530362
0.00017,5.4356732,2.916661829,1.081723679
0.00082,5.21694117,2.807999097,1.031684671
0.00022,5.13019602,2.765559849,1.011249577
0.00029,5.04272459,2.722472094,0.990892443
0.00029,4.97780633,2.6914375,0.975059716
0.00039,4.81839637,2.606441096,0.942702288
0.00045,4.73842424,2.564133831,0.926149517
0.00049,4.6991062,2.543697041,0.917673684
0.00088,4.68286918,2.536968147,0.912712381
0.00015,4.62693304,2.509826725,0.899415331
0.00039,4.49707273,2.443362979,0.871272167
0.0002,4.43074758,2.411067698,0.855649102
0.00031,4.31959963,2.354192893,0.831638146
0.00018,4.279063,2.335177757,0.821593045
0.0002,4.24206399,2.318018465,0.812323094
0.00088,4.13533422,2.266015004,0.787358181
0.00069,4.11077094,2.254979085,0.78093024
0.00068,4.08397111,2.242585677,0.77411377
0.00071,4.06123662,2.233158574,0.767589162
0.00006,4.03136304,2.219901351,0.75976165
0.0002,4.01727168,2.215120715,0.755077481
0.00021,4.00674089,2.212177729,0.751114594
0.00008,3.9926502,2.210310391,0.7445603
0.00005,3.99266218,2.213313325,0.742673817
0.00005,3.99416771,2.21703829,0.741102361
0.00004,3.99761181,2.22181609,0.73990927
0.00035,4.01303576,2.232001856,0.742009406
0.00057,4.02129857,2.23747772,0.743366065
0.00056,4.03122891,2.243777347,0.745056917
0.00038,4.07642529,2.277300774,0.74819354
0.00001,4.09161589,2.288738785,0.749265335
0.00016,4.11324985,2.304340443,0.750994395
0.0002,4.13702701,2.320710175,0.75371049
0.00024,4.17310663,2.343932018,0.758693803
0.00026,4.17494153,2.348021133,0.757444632
0.00046,4.17678316,2.352629811,0.755142261
0.00105,4.25539344,2.402620247,0.764769352
0.00071,4.2814994,2.420142566,0.766977838
0.00085,4.31346472,2.441689052,0.76962162
0.0006,4.33801749,2.458465052,0.771475952
0.00004,4.38871875,2.490453064,0.778326899
0.00073,4.42372704,2.513836516,0.782964088
0.00012,4.44925492,2.532248426,0.78496203
0.00034,4.5074949,2.568878456,0.793279843
0.00061,4.5367275,2.587139457,0.798004312
0.00081,4.56568598,2.604438681,0.803457063
0.00082,4.59530083,2.622122397,0.809034159
0.0006,4.62447919,2.64149863,0.813036773
0.00054,4.68362628,2.681936484,0.818105188
0.0002,4.70994548,2.702214583,0.818695513
0.00024,4.73583194,2.720503963,0.82099685
0.00045,4.80057419,2.761158436,0.830158292
0.00001,4.82583261,2.779782194,0.83146531
0.00017,4.85061824,2.797536895,0.833365546
