speed,difference_flex,difference_lateral,sterm_mast,sterm_mast_acc,sterm_mast_L,sterm_mast_L_acc
-0.00018,0.330745,0.025696,0,10.66819829,0,21.00090555
-0.00023,0.330701,0.02563,0,10.66819829,0,21.00090555
-0.00023,0.33066,0.025569,0,10.66819829,0,21.00090555
1E-05,0.330644,0.02561,0,10.66819829,0,21.00090555
0.00021,0.330631,0.025873,0,10.66819829,0,21.00090555
0.00066,0.330588,0.026657,0,10.66819829,0,21.00090555
-0.00012,0.330487,0.026991,0,10.66819829,0,21.00090555
0.00021,0.330457,0.027365,0,10.66819829,0,21.00090555
-1E-05,0.33042,0.027553,0,10.66819829,0,21.00090555
-7E-05,0.330385,0.027732,0,10.66819829,0,21.00090555
0.00017,0.330356,0.028085,0,10.66819829,0,21.00090555
8E-05,0.330328,0.02834,0,10.66819829,0,21.00090555
1E-05,0.330291,0.028585,0,10.66819829,0,21.00090555
9E-05,0.330276,0.028847,0,10.66819829,0,21.00090555
9E-05,0.330251,0.029111,0,10.66819829,0,21.00090555
0.00014,0.330209,0.029638,0,10.66819829,0.000615,21.00152032
7E-05,0.330186,0.029877,0,10.66819829,0.000937494,21.00245781
6E-05,0.330163,0.030117,0,10.66819829,0.00125,21.0037094
6E-05,0.330141,0.030359,0,10.66819829,0.00198,21.0056903
0.00015,0.33012,0.030694,0,10.66819829,0.00225,21.00793941
8E-05,0.330099,0.030953,0,10.66819829,0.002433065,21.01037247
9E-05,0.33008,0.031212,0,10.66819829,0.00261,21.01298011
0.00011,0.330051,0.031471,0,10.66819829,0.00283,21.0158095
0.00012,0.330031,0.031792,0,10.66819829,0.003031492,21.01884099
5E-05,0.329986,0.032156,0,10.66819829,0.00343707,21.02227806
-9E-05,0.329978,0.032204,0,10.66819829,0.00355,21.0258287
-0.00011,0.329971,0.032227,0,10.66819829,0.00365,21.02947437
-0.00012,0.329965,0.032252,0,10.66819829,0.003816479,21.03329085
-4E-05,0.329949,0.032357,0,10.66819829,0.003837454,21.0371283
0.00032,0.329903,0.032866,0,10.66819829,0.00384,21.04097184
0.0001,0.329877,0.033123,0,10.66819829,0.003826191,21.04479803
0.00013,0.329852,0.033432,0,10.66819829,0.003796565,21.0485946
0.00015,0.329817,0.033741,0,10.66819829,0.003752218,21.05234682
0.00028,0.329748,0.034313,0,10.66819829,0.003466488,21.0558133
0.00016,0.329716,0.034575,0,10.66819829,0.00335786,21.05917116
0.0002,0.329684,0.03483,0,10.66819829,0.003166192,21.06233736
0.00035,0.329634,0.035192,0,10.66819829,0.002832494,21.06516985
0.00026,0.329593,0.035471,0,10.66819829,0.00282346,21.06799331
0.00019,0.329551,0.035752,0,10.66819829,0.00277763,21.07077094
8E-05,0.329505,0.03604,0,10.66819829,0.002532877,21.07330382
9E-05,0.329449,0.036323,0,10.66819829,0.00197,21.07527835
0.00019,0.329385,0.036663,0,10.66819829,0.00175,21.07702742
0.00027,0.329278,0.037201,0,10.66819829,0.000516264,21.07754369
0.00014,0.329224,0.037464,0,10.66819829,0.000188591,21.07773228
0.00021,0.32915,0.037791,0,10.66819829,0,21.07773228
0.00012,0.329086,0.038037,0,10.66819829,0,21.07773228
0.00013,0.329021,0.038279,0,10.66819829,0,21.07773228
0.00012,0.328957,0.038516,0,10.66819829,0,21.07773228
-0.00011,0.328931,0.038596,0,10.66819829,0,21.07773228
-0.00012,0.328927,0.038636,0,10.66819829,0,21.07773228
-0.00011,0.328912,0.038676,0,10.66819829,0,21.07773228
0.00036,0.328729,0.039265,0,10.66819829,0,21.07773228
0,0.328683,0.039402,0,10.66819829,0,21.07773228
6E-05,0.328627,0.039576,0,10.66819829,0,21.07773228
0.00017,0.32853,0.039826,0,10.66819829,0,21.07773228
-3E-05,0.32848,0.039964,0,10.66819829,0,21.07773228
4E-05,0.328413,0.040124,0,10.66819829,0,21.07773228
7E-05,0.328334,0.040303,0,10.66819829,0,21.07773228
-1E-05,0.328274,0.040444,0,10.66819829,0,21.07773228
1E-05,0.328214,0.040581,0,10.66819829,0,21.07773228
2E-05,0.328082,0.040848,0,10.66819829,0,21.07773228
1E-05,0.32802,0.040978,0,10.66819829,0,21.07773228
0,0.327948,0.041106,0,10.66819829,0,21.07773228
1E-05,0.327885,0.041233,0,10.66819829,0,21.07773228
-3E-05,0.327809,0.041359,0,10.66819829,0,21.07773228
1E-05,0.327734,0.041481,0,10.66819829,0,21.07773228
6E-05,0.327688,0.041575,0,10.66819829,0,21.07773228
0.00012,0.327635,0.041663,0,10.66819829,0,21.07773228
0.00018,0.327563,0.041784,0,10.66819829,0,21.07773228
-0.00018,0.327407,0.042006,0,10.66819829,0,21.07773228
-3E-05,0.327327,0.04211,0,10.66819829,0,21.07773228
-6E-05,0.327254,0.042214,0,10.66819829,0,21.07773228
-1E-05,0.327175,0.042314,0,10.66819829,0,21.07773228
-2E-05,0.327095,0.042413,0,10.66819829,0,21.07773228
-5E-05,0.32701,0.042512,0,10.66819829,0,21.07773228
-5E-05,0.326936,0.042598,0,10.66819829,0,21.07773228
-4E-05,0.326862,0.042683,0,10.66819829,0,21.07773228
-3E-05,0.326768,0.042783,0,10.66819829,0,21.07773228
-7E-05,0.326596,0.04296,0,10.66819829,0,21.07773228
-9E-05,0.326539,0.043018,0,10.66819829,0,21.07773228
-0.00014,0.326492,0.043046,0,10.66819829,0,21.07773228
-0.00023,0.326446,0.043062,0,10.66819829,0,21.07773228
-0.00017,0.326408,0.043075,0,10.66819829,0,21.07773228
-9E-05,0.326338,0.043132,0,10.66819829,0,21.07773228
7E-05,0.326209,0.043265,0,10.66819829,0,21.07773228
0,0.326066,0.043407,0,10.66819829,0,21.07773228
-4E-05,0.325963,0.043488,0,10.66819829,0,21.07773228
-5E-05,0.325869,0.043567,0,10.66819829,0,21.07773228
0,0.325754,0.043668,0,10.66819829,0,21.07773228
-8E-05,0.32564,0.043754,0,10.66819829,0,21.07773228
-4E-05,0.325532,0.043841,0,10.66819829,0,21.07773228
4E-05,0.325439,0.043928,0,10.66819829,0,21.07773228
0.00015,0.325362,0.044015,0,10.66819829,0,21.07773228
0.00014,0.325285,0.044103,0,10.66819829,0,21.07773228
-1E-05,0.325182,0.044188,0,10.66819829,0,21.07773228
-0.00012,0.32503,0.044292,0,10.66819829,0,21.07773228
-0.00011,0.324895,0.044373,0,10.66819829,0,21.07773228
-0.00012,0.324769,0.044453,0,10.66819829,0,21.07773228
-8E-05,0.324651,0.044533,0,10.66819829,0,21.07773228
0,0.324502,0.044646,0,10.66819829,0,21.07773228
-0.00012,0.324372,0.044728,0,10.66819829,0,21.07773228
-0.00013,0.324224,0.044809,0,10.66819829,0,21.07773228
-0.00014,0.324085,0.044889,0,10.66819829,0,21.07773228
-5E-05,0.323925,0.044996,0,10.66819829,0,21.07773228
-9E-05,0.32378,0.04508,0,10.66819829,0,21.07773228
-9E-05,0.32364,0.045163,0,10.66819829,0,21.07773228
-6E-05,0.3235,0.045248,0,10.66819829,0,21.07773228
-1E-05,0.32334,0.045359,0,10.66819829,0,21.07773228
-0.00011,0.32319,0.045446,0,10.66819829,0,21.07773228
-9E-05,0.32304,0.045532,0,10.66819829,0,21.07773228
-4E-05,0.3229,0.045624,0,10.66819829,0,21.07773228
2E-05,0.32274,0.045739,0,10.66819829,0,21.07773228
4E-05,0.32261,0.04584,0,10.66819829,0,21.07773228
0.00015,0.32252,0.045949,0,10.66819829,0,21.07773228
0.00012,0.32245,0.046022,0,10.66819829,0,21.07773228
2E-05,0.32243,0.046044,0,10.66819829,0,21.07773228
-3E-05,0.3224,0.046062,0,10.66819829,0,21.07773228
-0.00014,0.32222,0.046151,0,10.66819829,0,21.07773228
5E-05,0.32196,0.046354,0,10.66819829,0,21.07773228
-0.00014,0.32182,0.046417,0,10.66819829,0,21.07773228
-9E-05,0.32166,0.04651,0,10.66819829,0,21.07773228
0.00013,0.32139,0.04674,0,10.66819829,0,21.07773228
-0.00013,0.32124,0.046808,0,10.66819829,0,21.07773228
-8E-05,0.32107,0.046908,0,10.66819829,0,21.07773228
0.00022,0.32077,0.047192,0,10.66819829,0,21.07773228
-0.00014,0.32062,0.047257,0,10.66819829,0,21.07773228
-9E-05,0.32045,0.047358,0,10.66819829,0,21.07773228
8E-05,0.32022,0.047543,0,10.66819829,0,21.07773228
-6E-05,0.32006,0.047646,0,10.66819829,0,21.07773228
-5E-05,0.31989,0.047747,0,10.66819829,0,21.07773228
-2E-05,0.31966,0.04791,0,10.66819829,0,21.07773228
-2E-05,0.31946,0.048037,0,10.66819829,0,21.07773228
-3E-05,0.31926,0.048164,0,10.66819829,0,21.07773228
0.00013,0.31912,0.04831,0,10.66819829,0,21.07773228
0.00011,0.31897,0.048454,0,10.66819829,0,21.07773228
0.00024,0.31886,0.048614,0,10.66819829,0,21.07773228
0.00023,0.31874,0.048774,0,10.66819829,0,21.07773228
0.00022,0.31863,0.048933,0,10.66819829,0,21.07773228
0.00017,0.31844,0.049122,0,10.66819829,0,21.07773228
-0.00033,0.31814,0.049215,0,10.66819829,0,21.07773228
-1E-04,0.31791,0.049335,0,10.66819829,0,21.07773228
-0.00022,0.31775,0.049358,0,10.66819829,0,21.07773228
-0.00028,0.31763,0.049342,0,10.66819829,0,21.07773228
-0.00028,0.31749,0.049326,0,10.66819829,0,21.07773228
-8E-05,0.31731,0.049415,0,10.66819829,0,21.07773228
0.00012,0.31703,0.04965,0,10.66819829,0,21.07773228
0.0001,0.31671,0.049908,0,10.66819829,0,21.07773228
-5E-05,0.31645,0.050073,0,10.66819829,0,21.07773228
1E-05,0.31621,0.050245,0,10.66819829,0,21.07773228
0,0.31597,0.05042,0,10.66819829,0,21.07773228
0.00011,0.31567,0.050673,0,10.66819829,0,21.07773228
4E-05,0.31542,0.050884,0,10.66819829,0,21.07773228
4E-05,0.31516,0.051099,0,10.66819829,0,21.07773228
6E-05,0.31491,0.051317,0,10.66819829,0,21.07773228
0.00021,0.31471,0.05155,0,10.66819829,0,21.07773228
0.00038,0.31449,0.051871,0,10.66819829,0,21.07773228
0.00035,0.3143,0.052154,0,10.66819829,0,21.07773228
0.00035,0.31411,0.052438,0,10.66819829,0,21.07773228
0.00037,0.31393,0.052724,0,10.66819829,0,21.07773228
0.00036,0.31375,0.053012,0,10.66819829,0,21.07773228
0.00043,0.31352,0.053369,0,10.66819829,0,21.07773228
9E-05,0.31337,0.053525,0,10.66819829,0,21.07773228
-0.0003,0.31323,0.05354,0,10.66819829,0,21.07773228
-0.00032,0.3131,0.053538,0,10.66819829,0,21.07773228
-0.00024,0.313,0.053542,0,10.66819829,0,21.07773228
-0.00017,0.31286,0.053612,0,10.66819829,0,21.07773228
0.00026,0.31256,0.053994,0,10.66819829,0,21.07773228
0.00018,0.31229,0.054307,0,10.66819829,0,21.07773228
0.00016,0.31203,0.054621,0,10.66819829,0,21.07773228
0.00012,0.31175,0.054937,0,10.66819829,0,21.07773228
0.00019,0.3115,0.055255,0,10.66819829,0,21.07773228
0.00019,0.31125,0.055575,0,10.66819829,0,21.07773228
0.00024,0.31094,0.055972,0,10.66819829,0,21.07773228
0.00016,0.31068,0.05629,0,10.66819829,0,21.07773228
0.00021,0.31044,0.056609,0,10.66819829,0,21.07773228
0.0002,0.31022,0.056929,0,10.66819829,0,21.07773228
0.00032,0.30989,0.057383,0,10.66819829,0,21.07773228
0.00028,0.30964,0.057755,0,10.66819829,0,21.07773228
0.00029,0.30938,0.05813,0,10.66819829,0,21.07773228
-1E-05,0.30925,0.058279,0,10.66819829,0,21.07773228
-0.0001,0.30916,0.058363,0,10.66819829,0,21.07773228
-7E-05,0.3091,0.058427,0,10.66819829,0,21.07773228
-6E-05,0.30907,0.058439,0,10.66819829,0,21.07773228
-1E-05,0.30906,0.058447,0,10.66819829,0,21.07773228
3E-05,0.30904,0.058486,0,10.66819829,0,21.07773228
0.00021,0.30893,0.058677,0,10.66819829,0,21.07773228
0.00066,0.30859,0.059269,0,10.66819829,0,21.07773228
0.00056,0.3082,0.059898,0,10.66819829,0,21.07773228
0.00027,0.30794,0.060306,0,10.66819829,0,21.07773228
0.00022,0.30767,0.060716,0,10.66819829,0,21.07773228
0.00018,0.30745,0.061051,0,10.66819829,0,21.07773228
0.00019,0.30722,0.061382,0,10.66819829,0,21.07773228
0.00025,0.30694,0.061803,0,10.66819829,0,21.07773228
0.00023,0.3067,0.062164,0,10.66819829,0,21.07773228
0.00024,0.30647,0.062518,0,10.66819829,0,21.07773228
0.00026,0.30624,0.062863,0,10.66819829,0,21.07773228
0.00018,0.30604,0.063145,0,10.66819829,0,21.07773228
0.00014,0.30584,0.063422,0,10.66819829,0,21.07773228
-0.00012,0.30578,0.063454,0,10.66819829,0,21.07773228
-0.00014,0.30574,0.063468,0,10.66819829,0,21.07773228
-0.00015,0.30571,0.063473,0,10.66819829,0,21.07773228
-0.00015,0.30567,0.063478,0,10.66819829,0,21.07773228
-0.00013,0.30563,0.063505,0,10.66819829,0,21.07773228
-2E-05,0.3055,0.06364,0,10.66819829,0,21.07773228
0.00025,0.30527,0.063958,0,10.66819829,0,21.07773228
0.00029,0.30502,0.064303,0.000241126,10.66843941,0,21.07773228
1E-05,0.30487,0.064454,0.00024314,10.66868255,0,21.07773228
7E-05,0.30472,0.064643,0.000245152,10.6689277,0,21.07773228
1E-04,0.30454,0.064855,0.000304883,10.66923259,0,21.07773228
6E-05,0.3044,0.065008,0.000541653,10.66977424,0,21.07773228
0.00014,0.30428,0.065162,0.000815352,10.67058959,0,21.07773228
0.00019,0.30418,0.065312,0.001443797,10.67203339,0,21.07773228
0.00018,0.30408,0.065461,0.001885836,10.67391923,0,21.07773228
0.0002,0.30398,0.065607,0.002021569,10.6759408,0,21.07773228
0.00017,0.30388,0.06575,0.002122234,10.67806303,0,21.07773228
7E-05,0.30377,0.065871,0.002202034,10.68026506,0,21.07773228
-0.00014,0.30362,0.065985,0.002258367,10.68252343,0,21.07773228
-0.00013,0.30347,0.066097,0.002289681,10.68481311,0,21.07773228
-3E-05,0.30335,0.06621,0.002269128,10.68708224,0,21.07773228
-8E-05,0.30322,0.06632,0.002214713,10.68929695,0,21.07773228
0,0.3031,0.06643,0.002130307,10.69142726,0,21.07773228
-2E-05,0.30298,0.066539,0.002117127,10.69354439,0,21.07773228
-9E-05,0.30285,0.066644,0.002048241,10.69559263,0,21.07773228
-4E-05,0.30274,0.066749,0.001863072,10.6974557,0,21.07773228
-6E-05,0.30263,0.066832,0.001793956,10.69924966,0,21.07773228
-7E-05,0.30253,0.066916,0.001661331,10.70091099,0,21.07773228
-8E-05,0.30239,0.067027,0.001478153,10.70238914,0,21.07773228
-0.00019,0.30233,0.067032,0.001333804,10.70372294,0,21.07773228
-0.0002,0.30229,0.067029,0.000960878,10.70468382,0,21.07773228
-0.00021,0.30224,0.067026,0.000762082,10.7054459,0,21.07773228
-0.00026,0.30217,0.067039,0.000547591,10.7059935,0,21.07773228
-5E-05,0.30204,0.067146,0,10.7059935,0,21.07773228
-6E-05,0.30193,0.06725,0,10.7059935,0,21.07773228
-7E-05,0.30182,0.067352,0,10.7059935,0,21.07773228
-0.00016,0.30168,0.067448,0,10.7059935,0,21.07773228
2E-05,0.30158,0.067552,0,10.7059935,0,21.07773228
0.00013,0.30148,0.067685,0,10.7059935,0,21.07773228
0.00013,0.3014,0.067798,0,10.7059935,0,21.07773228
0.00016,0.30134,0.06791,0,10.7059935,0,21.07773228
0.00016,0.30127,0.068023,0,10.7059935,0,21.07773228
0.00017,0.30117,0.068164,0,10.7059935,0,21.07773228
-7E-05,0.30107,0.068271,0,10.7059935,0.00024136,21.07797364
-0.00046,0.3009,0.068352,0,10.7059935,0.00101,21.07898705
-0.00011,0.30079,0.068455,0,10.7059935,0.00148024,21.08046729
-0.00012,0.30066,0.068578,0,10.7059935,0.001736144,21.08220343
-0.00016,0.30054,0.068684,0,10.7059935,0.00197455,21.08417798
-8E-05,0.30044,0.068796,0,10.7059935,0.002322863,21.08650084
-9E-05,0.30033,0.068907,0,10.7059935,0.00253,21.08903238
-0.00024,0.3002,0.069008,0,10.7059935,0.00254,21.09157249
-9E-05,0.30009,0.069145,0,10.7059935,0.002561547,21.09413404
-9E-05,0.29996,0.069282,0,10.7059935,0.00267,21.09680201
-0.00013,0.29986,0.069391,0,10.7059935,0.00327,21.10007129
-0.00022,0.29976,0.069493,0,10.7059935,0.003329127,21.10340041
-0.00028,0.2997,0.069497,0,10.7059935,0.003310891,21.10671131
-0.0003,0.29967,0.06948,0,10.7059935,0.003235191,21.1099465
-0.00032,0.29963,0.069456,0,10.7059935,0.003123854,21.11307035
-0.00045,0.29958,0.06942,0,10.7059935,0.002964206,21.11603456
-0.00031,0.29955,0.069403,0,10.7059935,0.002767853,21.11880241
-0.00026,0.29949,0.069428,0,10.7059935,0.002325168,21.12112758
-5E-05,0.29935,0.069605,0,10.7059935,0.001988885,21.12311646
-0.00032,0.29925,0.069685,0,10.7059935,0.00177,21.12488963
-1E-05,0.29917,0.069791,0,10.7059935,0.001727575,21.1266172
0.00011,0.29906,0.069974,0,10.7059935,0.000639,21.12725641
0.00014,0.29898,0.070132,0,10.7059935,0.000256353,21.12751276
0.00021,0.29889,0.070292,0,10.7059935,0,21.12751276
0.00022,0.29881,0.070462,0,10.7059935,0,21.12751276
0.00021,0.29875,0.070611,0,10.7059935,0,21.12751276
0.00017,0.29868,0.070749,0,10.7059935,0,21.12751276
6E-05,0.29859,0.070886,0,10.7059935,0,21.12751276
-0.00018,0.29845,0.071055,0,10.7059935,0,21.12751276
-0.00042,0.29831,0.071152,0,10.7059935,0,21.12751276
-9E-05,0.29821,0.071286,0,10.7059935,0,21.12751276
-0.00014,0.2981,0.071414,0.0000115,10.70600497,0,21.12751276
-0.00013,0.29795,0.071588,0.0000715,10.70607644,0,21.12751276
-0.00012,0.29784,0.071719,0.0000775,10.7061539,0,21.12751276
-0.0001,0.29772,0.07185,0.0000835,10.70623737,0,21.12751276
-0.0001,0.2976,0.071992,0.000113443,10.70635081,0,21.12751276
-7E-05,0.29745,0.072188,0.000262644,10.70661345,0,21.12751276
-0.00021,0.29736,0.07227,0.00107163,10.70768508,0,21.12751276
-0.00035,0.2973,0.072243,0.001411347,10.70909643,0,21.12751276
-0.00036,0.29726,0.072226,0.001701159,10.71079759,0,21.12751276
-0.0003,0.29719,0.072241,0.002164762,10.71296235,0,21.12751276
-0.00012,0.29704,0.07241,0.002325701,10.71528805,0,21.12751276
0.00019,0.29686,0.072697,0.00236561,10.71765366,0,21.12751276
-5E-05,0.29675,0.072845,0.002381259,10.72003492,0,21.12751276
-0.00013,0.29661,0.072989,0.002370962,10.72240588,0,21.12751276
9E-05,0.29645,0.073218,0.002338142,10.72474402,0,21.12751276
3E-05,0.29631,0.073408,0.002266038,10.72701006,0,21.12751276
0.00025,0.29605,0.073801,0.002093465,10.72910353,0,21.12751276
0.00026,0.29595,0.073996,0.001945972,10.7310495,0,21.12751276
0.00033,0.29586,0.074194,0.001770721,10.73282022,0,21.12751276
0.00048,0.29574,0.074453,0.001360094,10.73418031,0,21.12751276
0.00038,0.29564,0.074663,0.001352593,10.73553291,0,21.12751276
0.00035,0.29554,0.07487,0.001333693,10.7368666,0,21.12751276
0.00014,0.29541,0.075077,0.001236275,10.73810287,0,21.12751276
-0.00036,0.29517,0.075309,0.000867293,10.73897017,0,21.12751276
0.00015,0.29504,0.075518,0.000482842,10.73945301,0,21.12751276
6E-05,0.2949,0.075715,0.000205066,10.73965808,0,21.12751276
0.0001,0.29465,0.076065,0,10.73965808,0,21.12751276
-0.00022,0.29459,0.076106,0,10.73965808,0,21.12751276
-0.00021,0.29455,0.07611,0,10.73965808,0,21.12751276
-0.00023,0.2945,0.076114,0,10.73965808,0.001074348,21.12858711
-0.00024,0.29447,0.076108,0,10.73965808,0.002307273,21.13089438
-0.00029,0.29442,0.076122,0,10.73965808,0.002858101,21.13375248
-7E-05,0.29434,0.076208,0,10.73965808,0.003330365,21.13708285
0.00027,0.29419,0.076464,0,10.73965808,0.00378,21.14086526
0.00043,0.29401,0.076811,0,10.73965808,0.004223647,21.1450889
0.00025,0.29384,0.077098,0,10.73965808,0.004643234,21.14973214
0.00048,0.29356,0.077604,0,10.73965808,0.005274056,21.15500619
0.00025,0.29342,0.077853,0,10.73965808,0.005696274,21.16070247
0.00017,0.29327,0.078102,0,10.73965808,0.005746117,21.16644858
0.00024,0.29314,0.078361,0,10.73965808,0.005791386,21.17223997
0.00024,0.29299,0.078611,0,10.73965808,0.006381803,21.17862177
0.00037,0.29288,0.07887,0,10.73965808,0.006611655,21.18523343
0.00042,0.29278,0.07913,0,10.73965808,0.006866858,21.19210028
0.00042,0.29268,0.07938,0,10.73965808,0.007046147,21.19914643
0.00044,0.29258,0.07964,0,10.73965808,0.007199214,21.20634565
0.00043,0.29249,0.07989,0,10.73965808,0.007360227,21.21370587
0.00078,0.29231,0.08037,0,10.73965808,0.00753289,21.22123876
0.00028,0.29221,0.08059,0,10.73965808,0.007580531,21.22881929
-9E-05,0.29211,0.08071,0,10.73965808,0.007607597,21.23642689
-0.00018,0.29203,0.08077,0,10.73965808,0.0075,21.24392525
-0.00025,0.29196,0.080788,0,10.73965808,0.007250442,21.25117569
-0.0002,0.2919,0.080796,0,10.73965808,0.007097937,21.25827363
-0.00019,0.29184,0.080793,0,10.73965808,0.006914119,21.26518775
-0.00015,0.29177,0.080829,0,10.73965808,0.006637677,21.27182542
-3E-05,0.29164,0.080969,0,10.73965808,0.006371854,21.27819728
0.00094,0.29126,0.081746,0,10.73965808,0.00608,21.28427711
0.00018,0.2909,0.082204,0,10.73965808,0.005303836,21.28958095
3E-05,0.29073,0.082383,0,10.73965808,0.004802174,21.29438312
-7E-05,0.2905,0.082541,0,10.73965808,0.00438,21.29876066
-0.00026,0.29019,0.082644,0,10.73965808,0.00235,21.30111302
-5E-05,0.28996,0.082768,0,10.73965808,0.000671855,21.30178488
-5E-05,0.28972,0.082877,0,10.73965808,0,21.30178488
0.00013,0.28956,0.083038,0,10.73965808,0,21.30178488
0.0001,0.28939,0.083176,0,10.73965808,0,21.30178488
0.00021,0.28929,0.083362,0,10.73965808,0,21.30178488
0.00023,0.28919,0.083555,0,10.73965808,0,21.30178488
0.00049,0.28901,0.083961,0,10.73965808,0,21.30178488
0.00023,0.28894,0.08415,0.0000885,10.73974662,0,21.30178488
0.00021,0.28886,0.084334,0.000558333,10.74030495,0,21.30178488
0.00021,0.28873,0.084535,0.001397243,10.7417022,0,21.30178488
-7E-05,0.2885,0.084605,0.001798957,10.74350115,0,21.30178488
-0.00044,0.28821,0.08442,0.001911928,10.74541308,0,21.30178488
-0.00048,0.28792,0.084181,0.002023488,10.74743657,0,21.30178488
-0.0002,0.28779,0.084076,0.0020666,10.74950317,0,21.30178488
-0.00026,0.28764,0.083938,0.002073992,10.75157716,0,21.30178488
-0.00034,0.28745,0.083743,0.002041666,10.75361883,0,21.30178488
-0.00028,0.28714,0.083656,0.001866865,10.75548569,0,21.30178488
-1E-05,0.28688,0.083764,0.001726044,10.75721174,0,21.30178488
9E-05,0.2866,0.083974,0.001569008,10.75878075,0,21.30178488
-2E-05,0.28637,0.084087,0.000834912,10.75961566,0,21.30178488
-3E-05,0.28615,0.084226,0.000502081,10.76011774,0,21.30178488
-2E-05,0.28594,0.084382,0.000490623,10.76060836,0,21.30178488
-5E-05,0.28577,0.084528,0.00043276,10.76104112,0,21.30178488
0.00019,0.28567,0.084748,0.000131847,10.76117297,0,21.30178488
0.00032,0.28557,0.085093,0,10.76117297,0,21.30178488
0.00044,0.28544,0.085561,0,10.76117297,0,21.30178488
0.00055,0.28526,0.086213,0,10.76117297,0,21.30178488
0.00038,0.28509,0.086811,0,10.76117297,0,21.30178488
6E-05,0.28488,0.087278,0,10.76117297,0,21.30178488
0.00029,0.28477,0.087796,0,10.76117297,0,21.30178488
-7E-05,0.28471,0.087896,0,10.76117297,0,21.30178488
-0.0001,0.28464,0.088039,0,10.76117297,0,21.30178488
-0.0001,0.28462,0.088048,0,10.76117297,0,21.30178488
-0.00014,0.28459,0.08806,0,10.76117297,0,21.30178488
-0.00014,0.28455,0.088065,0,10.76117297,0.0000541,21.30183901
-0.00011,0.28453,0.08809,0,10.76117297,0.000432285,21.3022713
0.0002,0.2844,0.088723,0,10.76117297,0.000962687,21.30323398
0.00033,0.2843,0.08937,0,10.76117297,0.001200864,21.30443485
0.00013,0.28424,0.089747,0,10.76117297,0.001478644,21.30591349
0.00012,0.28418,0.090125,0,10.76117297,0.001932646,21.30784614
0.00026,0.2841,0.090701,0,10.76117297,0.001940158,21.30978629
0.00014,0.28403,0.091097,0,10.76117297,0.001958897,21.31174519
0.00014,0.28395,0.091502,0,10.76117297,0.002051341,21.31379653
0.00011,0.28387,0.091897,0,10.76117297,0.002357231,21.31615376
0.00022,0.28377,0.092408,0,10.76117297,0.002495538,21.3186493
0.00014,0.28368,0.092818,0,10.76117297,0.002648955,21.32129826
0.00023,0.28346,0.093597,0,10.76117297,0.002909289,21.32420755
0.0002,0.28331,0.094114,0,10.76117297,0.00299283,21.32720038
0.00017,0.28315,0.094556,0,10.76117297,0.003108111,21.33030849
0.00017,0.28298,0.094984,0,10.76117297,0.003246052,21.33355454
-0.00021,0.28288,0.09499,0,10.76117297,0.003215171,21.33676971
-6E-05,0.28284,0.095004,0,10.76117297,0.003154281,21.33992399
-4E-05,0.28282,0.095003,0,10.76117297,0.00307,21.34299484
-1E-05,0.28281,0.095011,0,10.76117297,0.00297,21.3459685
1E-05,0.2828,0.09501,0,10.76117297,0.00286,21.34883123
0,0.2828,0.095029,0,10.76117297,0.00269,21.35151982
6E-05,0.28276,0.095135,0,10.76117297,0.00265,21.35416824
0.00028,0.28258,0.09558,0,10.76117297,0.00265,21.35681353
-0.00013,0.28224,0.095844,0,10.76117297,0.002642144,21.35945567
-3E-05,0.28202,0.096029,0,10.76117297,0.002626192,21.36208187
-5E-05,0.28179,0.096193,0,10.76117297,0.00191,21.36399285
-0.00017,0.28151,0.096261,0,10.76117297,0.0011,21.36509412
-9E-05,0.28128,0.096353,0,10.76117297,0.000668356,21.36576248
-9E-05,0.28106,0.096441,0,10.76117297,0.000177,21.36593932
-0.00011,0.28083,0.096505,0,10.76117297,0,21.36593932
-0.00011,0.28061,0.096559,0,10.76117297,0,21.36593932
-0.00017,0.28036,0.096592,0,10.76117297,0,21.36593932
-9E-05,0.28016,0.096663,0,10.76117297,0,21.36593932
-1E-04,0.27995,0.096728,0,10.76117297,0,21.36593932
-0.00011,0.27971,0.096831,0,10.76117297,0,21.36593932
-0.00016,0.27948,0.096904,0,10.76117297,0,21.36593932
-0.00016,0.27925,0.096993,0.000353044,10.76152601,0,21.36593932
0.00014,0.27915,0.09719,0.000525789,10.7620518,0,21.36593932
0.00029,0.27906,0.097508,0.000531307,10.76258311,0,21.36593932
0.00031,0.27895,0.097865,0.000558923,10.76314203,0,21.36593932
0.0003,0.27885,0.098222,0.000697616,10.76383965,0,21.36593932
-7E-05,0.27874,0.098301,0.001400779,10.76524043,0,21.36593932
-0.00037,0.27856,0.098248,0.002004278,10.76724471,0,21.36593932
-0.00034,0.2784,0.098212,0.00309732,10.77034203,0,21.36593932
-0.00035,0.27827,0.098153,0.003579951,10.77392198,0,21.36593932
-0.00021,0.2782,0.09813,0.00404239,10.77796437,0,21.36593932
-0.00021,0.27813,0.098102,0.004660891,10.78262526,0,21.36593932
-0.00035,0.278,0.098094,0.005862816,10.78848807,0,21.36593932
-3E-05,0.27792,0.098212,0.006591124,10.7950792,0,21.36593932
0.00035,0.27776,0.09882,0.006859899,10.8019391,0,21.36593932
1E-05,0.27762,0.099135,0.007092982,10.80903208,0,21.36593932
0.00014,0.27753,0.099469,0.007345758,10.81637784,0,21.36593932
