ab_speed,difference_flex,difference_lateral,total_power
0.00124,0.13724,0.048383,2.35007158
0.00125,0.13728,0.048439,2.10619346
0.00245,0.13738,0.048566,2.10412756
0.00011,0.13775,0.048686,2.0938837
0.00049,0.13811,0.048784,1.93786675
0.00054,0.13833,0.048837,1.86819527
0.00074,0.13857,0.048882,1.84080674
0.00093,0.13885,0.048939,1.85485789
0.0006,0.13909,0.048995,1.87906503
0.00036,0.13934,0.049093,1.92286336
0.00267,0.13961,0.049297,1.99870073
0.00207,0.13988,0.049478,2.05177377
0.00212,0.14013,0.049667,2.08779651
0.00031,0.14062,0.049825,2.17301881
0.00057,0.14087,0.049941,2.17432109
0.00354,0.14112,0.050214,2.18080562
9E-05,0.14137,0.05031,2.25790292
0.00076,0.14161,0.050358,2.28680651
7E-05,0.14165,0.050368,2.30308215
3E-05,0.14167,0.050374,2.30554818
8E-05,0.14172,0.050388,2.29502568
0.00039,0.14196,0.050457,2.27545804
0.00059,0.14225,0.050596,2.22241782
0.00156,0.14247,0.050766,2.19146724
0.00255,0.14268,0.050996,2.15636869
0.00414,0.14317,0.051442,2.00820167
0.00122,0.14337,0.051604,1.95538021
0.001954,0.14357,0.051812,1.88564551
0.00016,0.14383,0.051905,1.75254003
0.00028,0.1441,0.051991,1.68220838
0.000668,0.14431,0.052029,1.66216871
0.001891,0.14481,0.05209,1.65764405
0.000933,0.14509,0.052133,1.64157963
5.7E-05,0.14531,0.052219,1.56173903
0.001925,0.14551,0.052432,1.38174231
0.001549,0.1457,0.052623,1.26257483
0.00198,0.14578,0.052807,1.16910143
0.003983,0.1458,0.053139,1.13588216
0.001902,0.14577,0.053288,1.26292381
0.002495,0.14572,0.053486,1.3237982
0.000733,0.14574,0.053561,1.32502793
5.1E-05,0.14593,0.053653,1.32810594
0.000664,0.1462,0.05371,1.34356598
0.002643,0.14689,0.053757,1.61688356
0.001085,0.14717,0.053769,1.7214908
0.001378,0.14755,0.053787,1.78492557
0.000651,0.14785,0.05384,1.74764919
0.001561,0.1481,0.054071,1.74062876
0.001571,0.14835,0.054303,1.74046252
0.000881,0.14907,0.054611,1.73544079
0.000833,0.14943,0.054791,1.71963078
0.000425,0.14981,0.054927,1.71126887
0.000425,0.1502,0.055058,1.76844877
0.001896,0.15018,0.055225,1.80419916
0.000815,0.15016,0.055297,1.84578123
0.000359,0.15018,0.055335,1.97768501
0.000428,0.15032,0.055326,1.97799222
0.001828,0.15086,0.055267,1.97829892
0.001608,0.15141,0.055217,1.98729206
0.000554,0.15194,0.055249,2.02251027
0.000336,0.15267,0.055372,2.06567126
0.002748,0.15495,0.055338,2.1080001
0.000478,0.1553,0.055407,2.07850676
0.002241,0.15545,0.055619,1.99320274
0.001471,0.15554,0.055759,1.83015398
0.001701,0.15557,0.055913,1.80808944
0.001833,0.15555,0.056077,1.80757628
2.6E-05,0.15561,0.056079,1.7923302
0.000812,0.1559,0.05603,1.74015271
0.002575,0.15685,0.055877,1.68832988
0.001806,0.15779,0.055797,1.60611002
0.00054,0.15872,0.055932,1.59019744
0.000807,0.15958,0.055942,1.57562528
0.000335,0.16119,0.056068,1.52762729
0.001289,0.16144,0.056207,1.51603099
0.001836,0.16151,0.056378,1.51592684
0.001952,0.16155,0.056554,1.51528126
0.00206,0.16155,0.056737,1.51213969
0.000493,0.16156,0.056782,1.48019307
0.000257,0.16163,0.05681,1.15076663
0.000873,0.16196,0.056764,0.96675013
0.002567,0.1629,0.056623,0.7523134
0.002353,0.16385,0.056503,0.40701703
0.001387,0.16481,0.056471,0
0.001053,0.16577,0.056658,0
7.2E-05,0.16653,0.056744,0
8.5E-05,0.1673,0.056836,0
0.0011019,0.16769,0.056975,0
0.0023597,0.16783,0.057188,0
0.001855,0.16787,0.057347,0
0.00186348,0.16792,0.057505,0
0.00224122,0.16808,0.057704,0
0.0008098,0.16873,0.057709,0.02995863
0.0032221,0.16998,0.057598,0.09427365
0.0016511,0.17065,0.057548,0.10669809
0.0014086,0.17151,0.057541,0.10695094
0.0025055,0.17214,0.057816,0.10690517
0.0001328,0.17274,0.057897,0.10658717
0.000128,0.17349,0.057994,0.10450225
0.001721,0.17405,0.058184,0.09038761
0.001233,0.1743,0.058303,0.07011484
0.001626,0.17442,0.058435,0.06567713
0.002973,0.17454,0.058661,0.05994321
0.002246,0.17461,0.058826,0.05690972
0.00054,0.17464,0.058867,0.05433182
0.000153,0.17468,0.058882,0.05429757
0.000571,0.17492,0.058865,0.05426325
0.002929,0.17591,0.058754,0.05324567
0.001931,0.17656,0.058678,0.05114307
0.001038,0.17698,0.058644,0.05018145
0.000123,0.17742,0.058674,0.04939908
0.002034,0.17807,0.058868,0.04522729
0.001078,0.1785,0.058974,0.0410777
0.00107,0.17894,0.059079,0.03896379
0.000745,0.17947,0.059166,0.03884866
0.001029,0.17992,0.0592623,0.03855977
0.001024,0.18037,0.0593556,0.03707899
0.001551,0.18083,0.059482,0.03105757
0.000871,0.18127,0.0595593,0.01369346
0.000492,0.18144,0.0595985,0.00956118
8.5E-05,0.18147,0.0596049,0.00599581
1.2E-05,0.1815,0.0596059,0.00539413
0.000311,0.18161,0.0595919,0.00537883
0.001554,0.18218,0.0595198,0.00530412
0.000566,0.18254,0.05957,0.00499382
0.00242,0.18297,0.0597342,0.00900008
0.000739,0.18348,0.0597949,0.01422319
0.000669,0.18386,0.0598448,0.02148296
0.00067,0.18425,0.0598938,0.02832073
0.00036,0.18462,0.0599234,0.02863148
0.000361,0.185,0.0599504,0.03017968
0.00036,0.18537,0.0599768,0.03797569
0.0007145,0.18576,0.0600224,0.09758007
0.0001738,0.18614,0.0600358,0.15163548
0.0001734,0.1865,0.0600478,0.20586142
0.0005392,0.18688,0.0600796,0.24613906
0.0001721,0.18723,0.060069,0.24646793
0.0007462,0.18755,0.0600241,0.24810406
0.0008464,0.18782,0.0599737,0.25608775
0.0008455,0.1881,0.0599222,0.30689694
6.45E-05,0.18825,0.059918,0.32447378
0.0015385,0.18838,0.060006,0.33652815
0.0012864,0.18846,0.0600795,0.35580222
0.0012844,0.18854,0.0601529,0.36251976
0.0013942,0.18869,0.0602324,0.36615209
0.00028889,0.18906,0.0602452,0.36626238
0.00042339,0.18966,0.0602119,0.36691487
0.0005781,0.18995,0.0602404,0.36946228
0.0004015,0.19029,0.0602576,0.37676361
3.38E-05,0.19075,0.0602505,0.45737133
0.0005954,0.19103,0.0602791,0.48959494
0.0005921,0.19133,0.0603072,0.5284626
5.83E-05,0.1918,0.0602919,0.5527994
0.0004063,0.19214,0.060307,0.58846291
0.000402,0.19247,0.0603205,0.58856322
0.0003997,0.19282,0.0603343,0.58866333
0.0004498,0.1931,0.0603003,0.59155508
0.000802,0.19338,0.0602455,0.59884394
0.000802,0.19365,0.0601918,0.60211063
0.000358,0.19394,0.0601627,0.60032888
0.000979,0.19431,0.0602085,0.58302295
0.000121,0.19463,0.0602053,0.57098219
0.000119,0.19496,0.0602025,0.55674545
0.00065,0.19526,0.0602294,0.52128224
0.000715,0.19546,0.0602633,0.52683667
0.001098,0.19554,0.0603217,0.56219747
0.001088,0.19562,0.0603786,0.60074129
0.000884,0.19576,0.0604232,0.68684818
0.000143,0.19619,0.0604016,0.72393112
0.000208,0.19652,0.0604038,0.76215415
0.000202,0.19685,0.0604051,0.804127
0.000201,0.19717,0.0604074,0.8056521
0.00028,0.19744,0.0604173,0.8132693
0.00027,0.1977,0.0604265,0.85022821
0.000243,0.19805,0.0604332,0.93963099
0.00038,0.19837,0.0604485,0.97720034
0.00033,0.19864,0.0604272,0.99435486
0.000604,0.19885,0.0603888,1.00712842
0.000704,0.19908,0.0603465,1.00087635
0.000694,0.19929,0.0603042,0.98832303
0.000652,0.19958,0.0602637,0.96986802
0.000685,0.19987,0.0603013,0.90158547
0.000686,0.20015,0.0603407,0.85647619
0.000676,0.20043,0.0603814,0.80574033
0.000446,0.20077,0.0604127,0.68979977
0.001021,0.20106,0.0604823,0.61098638
0.001482,0.20136,0.0605867,0.51073219
0.000626,0.20168,0.0606385,0.42685205
0.000705,0.20197,0.0606959,0.38733145
0.001516,0.2023,0.0608139,0.3875047
0.00213,0.20246,0.0609701,0.38839139
0.00078,0.20255,0.0610281,0.41184649
0.000349,0.20284,0.0610129,0.43322714
0.000873,0.20314,0.0609609,0.46183644
0.000705,0.20335,0.0609178,0.49468779
0.000715,0.20357,0.0608737,0.55439194
0.000493,0.20379,0.0608441,0.56452246
0.000443,0.20411,0.0608825,0.5652688
0.000947,0.20439,0.0609512,0.56525268
0.001208,0.204685,0.061035,0.5651748
0.000649,0.204955,0.061078,0.56413626
0.000391,0.205296,0.0611006,0.55892109
0.000658,0.205558,0.0611388,0.53884695
0.000978,0.205848,0.0611937,0.53102607
0.000202,0.206146,0.061198,0.52463867
0.000294,0.206414,0.061207,0.5165601
0.000804,0.206711,0.0612435,0.51674378
0.000487,0.207,0.0612594,0.51677526
0.000487,0.20728,0.0612742,0.51680835
0.00033,0.207551,0.0612798,0.51841007
0.00031,0.207762,0.0612507,0.52123037
0.000569,0.207958,0.0612077,0.5234316
0.000568,0.208155,0.0611646,0.53232578
0.000358,0.208436,0.0611283,0.5352614
0.00165,0.208768,0.0612024,0.53811881
0.00038,0.208935,0.0612137,0.54070207
0.001014,0.209017,0.0612658,0.54341804
0.001545,0.209129,0.0613462,0.54349237
0.000532,0.209291,0.0613663,0.5435677
0.000414,0.209712,0.0613143,0.54933483
0.000727,0.209958,0.0613395,0.55240928
0.000328,0.21024,0.061339,0.55599663
0.000272,0.210531,0.0613332,0.55981207
0.000293,0.210777,0.0613315,0.56802488
0.000293,0.211022,0.0613296,0.57166314
0.000295,0.211278,0.0613276,0.57513514
0.000487,0.211535,0.0613346,0.58540997
7.8E-05,0.211828,0.061316,0.58541971
0.000295,0.212061,0.0613143,0.58543067
0.000314,0.212259,0.0612802,0.58550345
0.000675,0.212495,0.0612223,0.59923473
0.000753,0.212727,0.0611589,0.64747048
0.000566,0.212909,0.0611115,0.73592305
0.000435,0.213088,0.0610696,1.21835823
1.4E-05,0.213373,0.0610443,1.39184099
0.000268,0.213665,0.0610328,1.50161656
0.001452,0.213963,0.0610908,1.61473904
0.000814,0.214223,0.0611159,1.93158922
0.000627,0.214541,0.061127,2.06651142
0.000629,0.214849,0.0611391,2.20363676
0.001006,0.215116,0.0611826,2.59351166
0.000587,0.215359,0.0612004,2.70531317
0.000809,0.215542,0.0612404,2.76464088
0.000887,0.215695,0.0612873,2.76636165
0.001452,0.215795,0.0613766,2.77669574
0.001079,0.215863,0.0614447,2.81994224
0.00108,0.215931,0.0615139,2.9915686
0.000108,0.215995,0.0615168,3.4179409
0.000679,0.216228,0.0614515,3.61422387
0.000738,0.21647,0.061382,3.71503212
0.000619,0.216671,0.0613235,3.81830624
0.000517,0.216877,0.0612688,4.16671042
6.7E-05,0.217107,0.0612436,4.31342118
0.000484,0.217458,0.06124155,4.4640447
0.000723,0.217741,0.06126144,4.86748546
0.001334,0.218055,0.06131638,5.04323501
0.000163,0.218355,0.06129135,5.19464355
0.000374,0.218677,0.06127665,5.34867804
0.001107,0.218981,0.06130737,5.63016282
0.000228,0.219248,0.06128535,5.77291869
0.000239,0.219505,0.06126161,5.91710117
0.000612,0.219896,0.06124251,6.35859419
0.000651,0.220196,0.06123473,6.53315089
0.000642,0.220495,0.06122592,6.67597705
0.000273,0.220783,0.06119464,6.6798938
0.000322,0.221101,0.06111987,6.70327735
0.000418,0.221356,0.06105011,6.79869042
0.000627,0.22159,0.0609677,6.99245497
0.000636,0.221834,0.06088529,7.42115413
0.000473,0.222154,0.06079823,7.53322382
0.00152,0.222397,0.06084842,7.62260983
0.000868,0.222471,0.06088965,7.70781475
0.001124,0.222543,0.06094815,7.88635119
0.001775,0.222631,0.06104351,7.95600547
0.000735,0.222752,0.06106823,8.02196194
0.000186,0.223172,0.06098062,8.21167039
0.00102,0.223417,0.06099875,8.25986074
0.00076,0.223651,0.06100165,8.31485096
0.000225,0.224075,0.0609372,8.35934649
0.000182,0.224375,0.06089308,8.43647393
0.000193,0.224675,0.060847,8.46922676
0.000523,0.22499,0.06081919,8.49901865
0.000324,0.225212,0.06075847,8.56288629
0.000503,0.225427,0.06068773,8.5811211
0.000667,0.225692,0.06059797,8.59532606
0.000176,0.225988,0.0605329,8.60478678
0.001487,0.226278,0.06056246,8.61731024
0.000353,0.22653,0.06053479,8.61917988
0.00045,0.226844,0.060499,8.61894331
5E-05,0.227141,0.0604441,8.61601534
0.00022,0.227377,0.060409,8.61596489
0.00064,0.227624,0.060391,8.61570774
0.00014,0.227926,0.0603369,8.61428258
0.00013,0.228228,0.0602822,8.58624997
0.00018,0.228464,0.0602421,8.5682917
0.00017,0.22869,0.0602009,8.54588502
1E-05,0.228986,0.0601386,8.45890035
0.00047,0.229113,0.0601321,8.4237493
0.00065,0.229179,0.0601465,8.38633365
0.00065,0.229245,0.0601599,8.34625393
0.00037,0.229388,0.0601125,8.2601196
0.00143,0.229879,0.0599404,8.20503246
0.00064,0.23011,0.0598617,8.1629718
0.00136,0.23059,0.059697,8.00692052
0.00054,0.230793,0.0596277,7.95163683
0.00033,0.231016,0.0595649,7.90473821
8E-05,0.231321,0.0594918,7.85714461
0.00039,0.23157,0.0594498,7.73930544
7E-05,0.231795,0.0593927,7.69371758
0.00019,0.23206,0.0593205,7.64793725
0.0003,0.232567,0.0591981,7.48633568
2E-05,0.232786,0.0591387,7.44512226
1E-05,0.233064,0.0590579,7.38342387
0.00022,0.233341,0.0589723,7.33385327
7E-05,0.233559,0.0589047,7.23819031
0.00015,0.23379,0.0588333,7.19245689
0.00019,0.234062,0.0587426,7.1528536
0.00025,0.23455,0.0585721,7.13302734
4E-05,0.234776,0.0584921,7.12941091
0.00019,0.235055,0.0583925,7.11105275
0.00018,0.235336,0.0582893,7.02319537
0.00037,0.23541,0.0582552,6.93321789
0.00038,0.235468,0.058229,6.85445723
0.00037,0.235519,0.0582017,6.81336212
7E-05,0.235928,0.0580307,6.61513101
0.00045,0.236192,0.0579273,6.54583158
0.00058,0.236453,0.0578337,6.48508774
0.00067,0.236694,0.0577436,6.42371825
0.00066,0.236936,0.0576536,6.29767662
0.0006,0.237184,0.0575572,6.21832762
0.00031,0.237467,0.0574381,6.15679887
0.00042,0.238166,0.0571262,5.9440298
0.00036,0.238473,0.0569921,5.87213784
0.00035,0.238781,0.0568549,5.79897626
4E-05,0.239142,0.0566778,5.7256721
0.00047,0.239546,0.05649374,5.58508496
0.00029,0.239881,0.05633411,5.51825862
0.00017,0.240242,0.05616167,5.4356732
0.00082,0.240989,0.05580949,5.21694117
0.00022,0.24136,0.05562902,5.13019602
0.00029,0.241721,0.05545469,5.04272459
0.00029,0.242082,0.05528028,4.97780633
0.00039,0.242193,0.05521398,4.81839637
0.00045,0.242283,0.05515999,4.73842424
0.00049,0.242363,0.05511249,4.6991062
0.00088,0.24256,0.05500459,4.68286918
0.00015,0.242866,0.05485852,4.62693304
0.00039,0.243262,0.05467653,4.49707273
0.0002,0.24364,0.0544999,4.43074758
0.00031,0.244014,0.05433353,4.31959963
0.00018,0.244336,0.05418575,4.279063
0.0002,0.244656,0.05404165,4.24206399
0.00088,0.24534,0.05373271,4.13533422
0.00069,0.245604,0.05361249,4.11077094
0.00068,0.245857,0.05349327,4.08397111
0.00071,0.246194,0.05333933,4.06123662
6E-05,0.246546,0.05318663,4.03136304
0.0002,0.246878,0.05304413,4.01727168
0.00021,0.247198,0.05290442,4.00674089
8E-05,0.247861,0.05262785,3.9926502
5E-05,0.248197,0.05249435,3.99266218
5E-05,0.248521,0.05236353,3.99416771
4E-05,0.248842,0.05223419,3.99761181
0.00035,0.249022,0.05218112,4.01303576
0.00057,0.24912,0.05216911,4.02129857
0.00056,0.249206,0.05215897,4.03122891
0.00038,0.250125,0.05179782,4.07642529
1E-05,0.250448,0.05167944,4.09161589
0.00016,0.250829,0.05152626,4.11324985
0.0002,0.251159,0.0514154,4.13702701
0.00024,0.251479,0.05130788,4.17310663
0.00026,0.251807,0.05120089,4.17494153
0.00046,0.25219,0.05102275,4.17678316
0.00105,0.252791,0.05071866,4.25539344
0.00071,0.253082,0.05055498,4.2814994
0.00085,0.253443,0.05035331,4.31346472
0.0006,0.25374,0.05018895,4.33801749
4E-05,0.254072,0.05004968,4.38871875
0.00073,0.254428,0.04994943,4.42372704
0.00012,0.254821,0.04978957,4.44925492
0.00034,0.255167,0.04966703,4.5074949
0.00061,0.255325,0.04964089,4.5367275
0.00081,0.255402,0.04966308,4.56568598
0.00082,0.255479,0.04968553,4.59530083
0.0006,0.255743,0.0496163,4.62447919
0.00054,0.256379,0.04929512,4.68362628
0.0002,0.256874,0.04905503,4.70994548
0.00024,0.257199,0.04892403,4.73583194
0.00045,0.257522,0.0488028,4.80057419
1E-05,0.257902,0.0486238,4.82583261
0.00017,0.258223,0.0484859,4.85061824
0.00016,0.258533,0.0483492,4.88448367
0.00021,0.258829,0.0481896,4.91396247
0.00071,0.259183,0.047969,4.9690337
0.0005,0.259457,0.0478014,4.99454864
3E-05,0.259748,0.0476594,5.01960095
0.0017,0.260162,0.0475776,5.07797286
0.00013,0.260467,0.0474386,5.10281043
0.00039,0.26078,0.0473128,5.1271208
0.0005,0.261095,0.0471957,5.15903024
0.00066,0.2612,0.0471881,5.18192665
0.00077,0.261265,0.0472128,5.19826007
0.00103,0.261325,0.0472615,5.20424916
0.00085,0.261358,0.0473056,5.23342692
0.00086,0.261389,0.0473552,5.28687067
0.00087,0.26141,0.0474082,5.3070294
0.00105,0.261433,0.0474733,5.33044357
0.00082,0.26146,0.047522,5.35019678
0.00076,0.261516,0.0475511,5.36867816
3E-05,0.261715,0.0474539,5.4037951
0.00069,0.262056,0.0472351,5.42038015
0.00091,0.262487,0.0469532,5.43590045
0.00067,0.262942,0.0466887,5.46793657
0.00111,0.263177,0.0466608,5.48046385
0.00042,0.263451,0.0465667,5.49200146
0.00032,0.263785,0.0464468,5.50658719
0.00036,0.264025,0.0463751,5.51830088
0.00036,0.264255,0.0463066,5.53999798
0.00055,0.264497,0.046255,5.54905986
0.00023,0.264787,0.0461653,5.55708111
0.00044,0.264987,0.0461306,5.58110756
0.00044,0.265176,0.0460997,5.58673578
0.00044,0.265448,0.0460496,5.59364049
0.00036,0.265657,0.0460161,5.59923594
0.00036,0.265876,0.0459862,5.60345494
0.00035,0.266086,0.0459601,5.61137116
0.00062,0.266268,0.0459653,5.61418105
0.00013,0.266441,0.0459206,5.61685779
0.00029,0.266602,0.0458683,5.62045806
0.00047,0.266822,0.0457975,5.62109165
4E-05,0.266843,0.0457906,5.62107138
5E-05,0.266853,0.0457933,5.62104773
0.00038,0.266868,0.0458206,5.62086983
0.00141,0.266886,0.0459229,5.6079898
0.00064,0.266904,0.0459679,5.59715599
0.00066,0.266984,0.0460065,5.58361528
0.00047,0.267195,0.0460177,5.50227183
0.0003,0.267395,0.046021,5.47254293
0.00028,0.267584,0.0460281,5.43918534
0.00029,0.267783,0.046039,5.40311076
0.00027,0.267983,0.0460527,5.35019172
0.00042,0.268184,0.0460823,5.26098249
0.0002,0.268383,0.0460978,5.21253308
0.0002,0.268582,0.0461152,5.14460265
0.00039,0.268784,0.04615,4.96596226
0.00029,0.268953,0.0461765,4.90117723
0.00027,0.269133,0.046205,4.83500059
0.00017,0.269363,0.0462273,4.76652958
0.0005,0.269573,0.0461993,4.69700419
0.00038,0.269743,0.0461783,4.55326474
0.00029,0.269915,0.0461661,4.47937255
6E-05,0.270164,0.0461835,4.40502177
0.00037,0.270397,0.0462239,4.1765305
6E-05,0.270626,0.046239,4.09960684
0.00012,0.270824,0.046258,4.02197398
0.00034,0.271037,0.0462935,3.94449361
0.00015,0.271237,0.0463128,3.86659434
3E-05,0.271527,0.0463188,3.69469368
9E-05,0.271758,0.0463306,3.62253353
9E-05,0.271999,0.0463403,3.57163629
0.00032,0.27213,0.0463667,3.5460935
0.00042,0.272221,0.046401,3.45793648
0.00054,0.272243,0.0464451,3.3700487
0.00048,0.272273,0.046484,3.29860098
0.00034,0.272364,0.0465118,3.23125929
0.00019,0.272685,0.0464935,3.10693798
0.00017,0.27291,0.0465051,3.03818504
2E-05,0.27313,0.0465007,2.98253605
0.00021,0.273461,0.0464722,2.83755732
0.00058,0.273752,0.0464105,2.78476622
0.00061,0.274053,0.0463423,2.74640046
0.00054,0.274313,0.0462788,2.71249453
0.00055,0.274573,0.0462133,2.6822841
0.00065,0.274894,0.0461318,2.62607944
0.00052,0.275217,0.0460561,2.60787682
0.00011,0.27556,0.0460146,2.59393162
3E-05,0.275853,0.045981,2.58091617
0.00029,0.276162,0.045975,2.58660813
0.0002,0.27652,0.0459508,2.5975293
0.00017,0.27688,0.0458919,2.61282165
0.00019,0.277239,0.0458309,2.63777659
0.00017,0.277588,0.0457661,2.69108804
0.0002,0.277947,0.0456995,2.70120293
0.00019,0.278295,0.0456312,2.70201774
0.00031,0.278414,0.0456443,2.72822562
0.00048,0.278442,0.0456888,2.76743826
0.0005,0.278461,0.0457349,2.8280632
0.00035,0.278551,0.0457585,2.86903624
0.00042,0.278959,0.0456612,2.91022189
0.00138,0.279808,0.0453963,3.00403012
3E-05,0.28007,0.0453608,3.04011663
0.00066,0.280402,0.0452417,3.07546094
0.00118,0.280962,0.0450276,3.18918363
0.00052,0.281212,0.0449315,3.21782269
0.00067,0.281523,0.0448095,3.25100396
0.00141,0.282194,0.0445423,3.28181221
0.0003,0.282439,0.0444695,3.30529838
4E-05,0.282744,0.0444102,3.34651702
0.00072,0.28335,0.0442254,3.3683131
9E-05,0.283622,0.0441697,3.38312974
0.00024,0.283956,0.0440862,3.40617519
0.00066,0.28447,0.0439222,3.40643545
0.00027,0.284574,0.0439446,3.40770062
0.00037,0.284682,0.043983,3.41344518
0.00056,0.285125,0.0438407,3.42143965
0.00017,0.285399,0.0437798,3.43356619
7E-05,0.285677,0.0437358,3.43522764
0.00054,0.286155,0.043588,3.43505221
0.00025,0.286504,0.0435053,3.42654321
0.00024,0.286843,0.0434213,3.42210972
0.00024,0.287183,0.0433365,3.4173023
0.00031,0.28752,0.0432363,3.40703532
0.00032,0.287857,0.0431348,3.3983455
0.00015,0.288203,0.0430556,3.3771521
0.00058,0.288529,0.0429082,3.36441179
0.00061,0.288854,0.0427542,3.35331635
0.00069,0.289175,0.0425855,3.30958663
0.00069,0.289496,0.0424137,3.29408925
0.0006,0.289811,0.0422548,3.27713252
0.00034,0.290226,0.0421174,3.26519168
1E-05,0.290446,0.0420668,3.26454971
0.00027,0.290547,0.0420864,3.26062894
0.00047,0.290603,0.0421443,3.24307957
0.00048,0.290657,0.0421993,3.18835507
7E-05,0.290826,0.0421668,3.10323577
0.00119,0.291564,0.0417996,3.08176313
9E-05,0.291911,0.0416837,3.05419723
0.00044,0.292363,0.0414827,3.00652835
8E-05,0.292664,0.0413764,2.98154827
6E-05,0.292945,0.0412672,2.91037638
0.00047,0.293415,0.0410433,2.87453096
0.00018,0.293764,0.0408931,2.83755348
0.00019,0.294103,0.0407388,2.73302577
0.00017,0.294441,0.0405827,2.69860876
0.00018,0.294778,0.0404251,2.65543105
0.00043,0.295107,0.0402403,2.61931072
0.00052,0.295422,0.0400446,2.58353242
0.00061,0.295745,0.03984,2.50341509
0.00066,0.296055,0.0396284,2.46599183
0.00028,0.296196,0.0395348,2.42906921
0.0001,0.2963,0.0394738,2.34068526
0.00054,0.296369,0.0395023,2.33919739
0.00044,0.296392,0.0395399,2.33771381
0.00044,0.296404,0.0395779,2.33035479
0.0005,0.296469,0.0396049,2.29473241
0.00012,0.296693,0.0395138,2.21180135
0.00137,0.297553,0.0389512,2.18453975
0.00021,0.297873,0.0387713,2.14663417
0.00025,0.298265,0.0385452,2.06575508
0,0.298545,0.0384029,2.04624507
0.0001,0.298824,0.0382484,2.02968415
0.00031,0.299191,0.0380193,2.01504734
6E-05,0.299499,0.0378509,2.00302673
5E-05,0.299797,0.0376819,1.98584512
0.00015,0.300093,0.0375011,1.98077897
0.00015,0.300388,0.0373204,1.97821446
0.00014,0.300682,0.0371389,1.98501553
0.00022,0.300975,0.0369469,1.99237094
0.00043,0.301256,0.0367335,2.0021976
0.00024,0.301397,0.0366267,2.01477049
0.00015,0.301487,0.0365547,2.0298591
0.00016,0.301529,0.0365493,2.06497468
0.00076,0.301542,0.0366215,2.08419384
0.00047,0.301554,0.0366646,2.10441474
0.00038,0.301614,0.0366684,2.110132
5E-05,0.301904,0.0364958,2.13047799
0.00053,0.302422,0.0361199,2.16648061
0.00013,0.302629,0.0360046,2.19388973
1E-05,0.302896,0.0358368,2.22074137
0.0002,0.303251,0.0355856,2.259593
9E-05,0.303466,0.035449,2.28291188
0.0001,0.30369,0.035312,2.30518728
4E-05,0.303972,0.0351148,2.3565466
0.00019,0.304212,0.0349685,2.37768605
5E-05,0.304453,0.034805,2.39394608
4E-05,0.304692,0.0346423,2.4087727
4E-05,0.304922,0.0344796,2.4223095
0.00033,0.30513,0.0343064,2.44908225
0.00038,0.305329,0.0341283,2.45922974
0.00057,0.305598,0.033883,2.46727749
0.00045,0.305828,0.0336786,2.477794
8E-05,0.305906,0.033613,2.47500086
0.0003,0.305957,0.0335988,2.47018652
0.00077,0.305977,0.033646,2.46996824
0.00077,0.305977,0.033706,2.46975393
0.00062,0.305971,0.033759,2.46502873
0.00062,0.305953,0.033817,2.4620223
0.00062,0.305936,0.033873,2.46129774
0.0006,0.305938,0.033919,2.46271429
0.00039,0.305992,0.033904,2.46374291
0.00012,0.306305,0.033654,2.46382939
0.00013,0.306609,0.033405,2.4638897
0.00037,0.306777,0.033302,2.46275755
0.00041,0.307241,0.032914,2.45760605
0.00012,0.307435,0.032772,2.45465679
0.00022,0.307637,0.032641,2.4521875
0.00011,0.307839,0.032478,2.45098186
0.00031,0.308057,0.032295,2.44205699
0.00039,0.308276,0.032106,2.40406838
0.00049,0.308545,0.03187,2.34452088
0.00026,0.308742,0.031709,2.30491091
0.00058,0.309166,0.031467,2.19659241
4E-05,0.309416,0.031298,2.14882859
5E-05,0.309616,0.031171,2.10209877
0.00042,0.309806,0.031087,1.96490188
0.00021,0.310012,0.03098,1.92791729
0.00045,0.310067,0.030993,1.88238774
0.00053,0.310072,0.031038,1.86031436
0.00047,0.310068,0.031089,1.85983218
0.00088,0.310078,0.031169,1.85697508
0.00034,0.310245,0.031103,1.84564716
1E-05,0.310526,0.030937,1.80669542
0.00024,0.310954,0.030658,1.71266206
0.00072,0.311671,0.03016,1.66115437
0.00048,0.312056,0.029886,1.63709784
0.00059,0.312434,0.029599,1.61274651
0.00051,0.312763,0.029355,1.56282491
0.00106,0.313489,0.028816,1.47276428
0.00026,0.31387,0.028561,1.43265464
0.00022,0.314122,0.02843,1.3937076
0.00026,0.314369,0.028304,1.36512025
0.00023,0.314515,0.028233,1.36167075
0.00034,0.31458,0.028227,1.34379841
0.00043,0.314584,0.028259,1.30440321
0.00049,0.314557,0.028319,1.26777371
0.001,0.314523,0.028426,1.21434566
0.00011,0.314689,0.02833,1.19454188
0.00024,0.315065,0.028077,1.17513752
0.00029,0.315552,0.027757,1.11965997
0.00081,0.316315,0.027233,1.10119921
0.00037,0.316799,0.026918,1.08693866
0.00086,0.317435,0.026479,1.07377181
0.0005,0.317788,0.026233,1.06163757
0.00158,0.318795,0.025536,1.04227045
0.00029,0.318974,0.025407,1.03488596
0.00015,0.319091,0.025331,1.02859165
0.00017,0.319113,0.025336,1.0167787
0.00075,0.319075,0.025434,1.01554168
0.00034,0.31906,0.025473,1.01604368
0.00031,0.3191,0.025484,1.02082784
0.00014,0.31943,0.025296,1.02513319
0.00145,0.320741,0.024457,1.03765961
0.00077,0.321408,0.024015,1.04134701
0.00058,0.321938,0.023667,1.04191401
