ab_speed,difference_flex,difference_lateral,total_power
0.00025,0.211163,0.074793,0.05430807
0.00025,0.211104,0.074724,0.05612626
0.00017,0.211054,0.074705,0.05848684
0,0.210994,0.074806,0.06041326
2E-05,0.210955,0.074851,0.06239896
8E-05,0.210906,0.074951,0.06732436
9E-05,0.210892,0.075007,0.07500199
4E-05,0.210856,0.075068,0.07741394
0.00028,0.210751,0.075018,0.08246371
0.00038,0.210626,0.074946,0.08596925
8E-05,0.210557,0.074957,0.08860309
0.00012,0.210477,0.074959,0.09402974
0.00027,0.210357,0.074916,0.09769531
0.00016,0.210273,0.074904,0.10290508
0.00015,0.210176,0.074892,0.10624884
0.00024,0.210098,0.074836,0.10916206
0.00032,0.210001,0.074749,0.1120577
0.00023,0.209938,0.074686,0.11498325
0.00021,0.209863,0.074639,0.11916194
0.00017,0.209718,0.074635,0.11927236
3E-05,0.209632,0.074657,0.11982405
5E-05,0.209568,0.074701,0.12255945
0.00018,0.20949,0.074789,0.12698932
0.00032,0.209386,0.074937,0.12885544
4E-05,0.209362,0.074961,0.13108965
7E-05,0.209303,0.074998,0.13395826
0.00021,0.209158,0.074959,0.13562647
0.00038,0.208823,0.074898,0.13909494
0.00022,0.208664,0.074855,0.14300649
0.00022,0.208505,0.07481,0.14396288
0.00022,0.208423,0.074747,0.14526444
0.00027,0.208351,0.074678,0.14584602
0.00038,0.208246,0.074572,0.14618175
0.00029,0.208139,0.074498,0.14639899
0.00014,0.207993,0.07448,0.1463177
0.00013,0.207849,0.074466,0.14567251
0.00014,0.207725,0.074442,0.14503854
0.00015,0.207613,0.074419,0.14449232
4E-05,0.207511,0.074444,0.14383344
0.00017,0.207457,0.074498,0.14265823
0.00017,0.207402,0.074551,0.13895583
9E-05,0.20734,0.074585,0.13749086
0.00031,0.207189,0.074523,0.13588177
0.00026,0.207052,0.074475,0.13418926
0.00016,0.206953,0.074447,0.13236017
0.00018,0.206865,0.074422,0.13045574
1E-04,0.206757,0.074412,0.12842683
0.00031,0.206667,0.074355,0.12749599
0.0003,0.206594,0.074298,0.12743525
0.00074,0.206456,0.074157,0.12706907
0.00036,0.206372,0.074097,0.11699374
3E-05,0.206277,0.074128,0.11465449
0.00013,0.206202,0.074118,0.10919657
0.00029,0.206101,0.07408,0.10648704
0.00023,0.206047,0.074146,0.1038816
0.00034,0.206001,0.074227,0.09915693
0.00019,0.205989,0.074271,0.09707341
0.00019,0.205969,0.074315,0.09302451
0.00033,0.205929,0.074386,0.0915692
0.00025,0.205896,0.074437,0.09041519
0.0002,0.205855,0.074477,0.08953176
3E-05,0.205776,0.074476,0.08885247
0.00011,0.205674,0.074461,0.08909317
0.00038,0.205557,0.074398,0.08979512
0.00072,0.205436,0.074274,0.09076825
0.00037,0.20537,0.074209,0.09241551
0.00028,0.205283,0.074155,0.09383808
2E-05,0.205101,0.074144,0.09508195
0.00014,0.204993,0.074106,0.09513543
7E-05,0.204864,0.074071,0.09518907
0.00012,0.204717,0.074018,0.09545969
0.00024,0.204445,0.073904,0.1029047
0.00012,0.204307,0.073837,0.10841289
0.00023,0.204209,0.073842,0.10941864
0.00015,0.204111,0.073837,0.1127082
0.0003,0.20405,0.073867,0.11331411
0.00032,0.203978,0.073895,0.11395634
0.00037,0.203892,0.073924,0.11492395
4E-05,0.203832,0.073893,0.11506007
0.00049,0.203697,0.073739,0.11483235
0.00049,0.203595,0.073603,0.11447673
0.00039,0.203519,0.073487,0.11395344
0.00041,0.203443,0.073367,0.11329262
0.00039,0.203368,0.073245,0.11247035
0.00034,0.203273,0.073127,0.1089215
9E-05,0.203159,0.073039,0.10758358
3E-05,0.203015,0.072955,0.1075461
3E-05,0.202839,0.072859,0.10750849
0.00023,0.202635,0.072778,0.10731852
1E-05,0.202503,0.072696,0.10633231
1E-05,0.202383,0.072615,0.10429347
8E-05,0.202243,0.072546,0.10161186
0.00017,0.202113,0.07243,0.10000566
0.00023,0.201908,0.072352,0.09572898
0.00032,0.201849,0.072378,0.08931151
0.00039,0.201797,0.072422,0.08711417
0.00039,0.201755,0.072469,0.08263615
3E-05,0.201747,0.072458,0.08037283
0.00028,0.201706,0.07238,0.07812604
0.00087,0.20158,0.072154,0.07363868
0.00085,0.20145,0.071942,0.07094647
0.00021,0.2014,0.07188,0.06692663
6E-05,0.20129,0.071845,0.06437562
0.00052,0.20115,0.071697,0.06217098
5E-05,0.20108,0.07168,0.06003915
6E-05,0.20098,0.071659,0.05792879
0.00075,0.2008,0.071468,0.05220267
9E-05,0.20074,0.071463,0.05214576
7E-05,0.20065,0.071425,0.05208895
0.00038,0.20051,0.071316,0.05180669
0.00024,0.20046,0.071341,0.05044578
0.00024,0.2004,0.071364,0.04815208
0.0004,0.20037,0.07142,0.04479332
0.00047,0.20032,0.071485,0.04358266
0.00034,0.20029,0.071527,0.04213379
0.00023,0.20012,0.071496,0.03976441
0.0005,0.20003,0.071376,0.03640654
0.00061,0.19993,0.071234,0.03528932
0.0004,0.19987,0.071143,0.03322246
0.00039,0.19982,0.071053,0.03225508
0.00051,0.19973,0.070931,0.0310581
0.00017,0.19964,0.070855,0.02893914
0.00033,0.19949,0.070828,0.02801338
0.00034,0.19932,0.070792,0.02437307
9E-05,0.1992,0.070711,0.02336526
0.00001,0.19908,0.070633,0.02232777
0.00025,0.19891,0.070572,0.02130337
2E-05,0.19881,0.070497,0.01991952
2E-05,0.1987,0.070419,0.01950863
0.00019,0.19853,0.070335,0.01923417
0.00031,0.19843,0.070314,0.0179054
0.00038,0.19833,0.07031,0.01677221
0.0004,0.19824,0.070313,0.01579467
0.00051,0.19817,0.070343,0.01510849
0.00011,0.19815,0.070349,0.01455642
5E-05,0.19814,0.070343,0.0139776
0.00016,0.1981,0.070291,0.01369257
0.00162,0.19785,0.069837,0.01371727
0.00037,0.19778,0.069723,0.015372
0.00013,0.19769,0.069624,0.0164631
2E-05,0.19755,0.069511,0.01888395
0.00024,0.19739,0.069436,0.02079143
0.00053,0.19722,0.069382,0.02300496
6E-05,0.19711,0.069291,0.02715228
8E-05,0.19698,0.069182,0.03019834
0.0004,0.19682,0.069129,0.03920336
7E-05,0.19672,0.069046,0.04337727
2E-05,0.19661,0.068973,0.04460577
0.00026,0.19645,0.068908,0.04464862
9E-05,0.19635,0.068833,0.04469148
2E-05,0.19625,0.068768,0.05013753
0.00053,0.19614,0.068794,0.05513019
0.00016,0.1961,0.068798,0.0585105
0.00016,0.19606,0.068806,0.06158287
4E-05,0.19605,0.06881,0.06434417
0,0.19605,0.068807,0.06670537
8E-05,0.19604,0.068791,0.06868267
0.00035,0.196,0.06871,0.07019677
0.00078,0.19587,0.068539,0.07128575
0.00067,0.1956,0.068542,0.07202827
0.00018,0.19549,0.068491,0.06994519
3E-05,0.19539,0.068458,0.06812874
3E-05,0.19528,0.068426,0.06348145
3E-05,0.19518,0.068406,0.06087747
0.00016,0.19507,0.068356,0.05712815
3E-05,0.19495,0.068328,0.049176
0.00011,0.19482,0.06832,0.04524012
0.00016,0.1947,0.068266,0.04323812
7E-05,0.19458,0.068232,0.0428766
6E-05,0.19443,0.068198,0.04104668
9E-05,0.19428,0.068171,0.03308751
0.00037,0.19418,0.068195,0.028301
0.00016,0.19415,0.0682,0.01061359
1E-04,0.19411,0.068204,0.00496799
0.00015,0.1941,0.068177,0
0.00084,0.19402,0.068036,0
0.00033,0.19396,0.067973,0
0.00011,0.19381,0.067939,0
0.00038,0.19352,0.067881,0
7E-05,0.19337,0.067817,0
4E-05,0.1932,0.067751,0
0.00027,0.1928,0.067626,0
4E-05,0.19264,0.067546,0
0.0003,0.19241,0.067496,0
6E-05,0.19222,0.067436,0
7E-05,0.19203,0.067365,0
0.00013,0.19185,0.067314,0
0.00012,0.19167,0.067263,0.0181721
0.00013,0.19149,0.067223,0.02498606
0.00035,0.19136,0.06712,0.04260452
0.00015,0.19131,0.067129,0.04883313
2E-05,0.1913,0.067127,0.05382161
3E-05,0.1913,0.067134,0.05852578
1E-04,0.19125,0.067131,0.06291763
0.00053,0.19104,0.067139,0.07514708
2E-05,0.1908,0.067084,0.07795243
0.00017,0.19062,0.067001,0.08094998
4E-05,0.19046,0.066967,0.08274837
3E-05,0.19029,0.066934,0.08413457
4E-05,0.19013,0.066912,0.08414005
4E-05,0.18996,0.066881,0.08417861
0.00015,0.1898,0.066831,0.08421682
0,0.18966,0.066808,0.08440276
3E-05,0.18933,0.066768,0.08640082
0.00013,0.18918,0.066741,0.08708872
1E-05,0.18905,0.066725,0.08706205
1E-05,0.1889,0.06671,0.0867625
0,0.18873,0.066699,0.08658375
0.00041,0.18864,0.06665,0.08641395
3E-05,0.18861,0.066641,0.08621025
5E-05,0.18859,0.066636,0.08616546
1E-05,0.18858,0.066634,0.08646164
0,0.18858,0.066633,0.08676637
4E-05,0.18857,0.066641,0.087191
0.0002,0.18852,0.066665,0.08721176
0.00095,0.18828,0.066776,0.08723516
0.0007,0.18812,0.066694,0.08803183
0.00017,0.18797,0.06671,0.08844082
6E-05,0.18782,0.066723,0.08886655
0.00058,0.18766,0.066658,0.08972718
1E-04,0.18753,0.066679,0.09035874
1E-05,0.18739,0.066682,0.09100666
0.00051,0.18722,0.066638,0.09166418
1E-05,0.18707,0.066656,0.09226311
1E-05,0.18693,0.066665,0.09286379
0.00033,0.18677,0.066636,0.09346629
2E-05,0.18659,0.066649,0.09420634
0.00014,0.18644,0.066644,0.09600471
0.00014,0.18628,0.06665,0.09671279
0.00039,0.18611,0.066688,0.09783357
4E-05,0.18604,0.066693,0.09837776
0.00016,0.18599,0.066706,0.09873131
0,0.18598,0.066705,0.09876782
0,0.18598,0.066704,0.09885872
3E-05,0.18596,0.066698,0.10210224
1E-04,0.18587,0.066699,0.10317294
0.00033,0.1855,0.066697,0.1042625
0.00019,0.18523,0.066719,0.10556877
0.00025,0.18504,0.066714,0.10653969
6E-05,0.18488,0.066712,0.10897816
0.0002,0.18464,0.066743,0.10958695
0.00019,0.18445,0.066748,0.110067
0.00019,0.18424,0.066747,0.11042181
0.00001,0.18404,0.066765,0.11061564
0.00001,0.18386,0.066787,0.11070146
0.0002,0.18365,0.066799,0.11064878
0.00019,0.18345,0.066815,0.11061417
6E-05,0.18326,0.066847,0.11060688
8E-05,0.18306,0.066872,0.11059942
0.00059,0.18291,0.066902,0.11055918
0.00012,0.18287,0.066902,0.10915111
5E-05,0.18286,0.066912,0.10853788
6E-05,0.18285,0.066912,0.10684016
0.00039,0.18282,0.066911,0.10598142
0.00059,0.18277,0.066913,0.10510782
0.00061,0.18263,0.066938,0.10361958
0.00026,0.18226,0.067004,0.10291617
0.00068,0.18196,0.067067,0.10082531
0.00047,0.18176,0.067106,0.10033603
0.00028,0.18157,0.067144,0.09980608
0.0003,0.18137,0.067184,0.09948978
0.00017,0.18117,0.067222,0.09930331
0,0.18095,0.067263,0.09924842
0.00024,0.18076,0.067305,0.09908486
0.00053,0.18056,0.067345,0.09887172
0.00058,0.18036,0.067374,0.0988791
0.00087,0.18016,0.067385,0.09894716
0.00069,0.18,0.067397,0.09909498
0.00046,0.17982,0.067414,0.09921189
0.00111,0.17969,0.067454,0.09933271
0.00083,0.17961,0.067484,0.09945596
0.00091,0.17954,0.067515,0.09959828
0.00137,0.17948,0.067559,0.09969431
0.00116,0.17939,0.067615,0.09985477
0.00063,0.17917,0.067662,0.09984318
0.00064,0.17896,0.067712,0.09967448
0.00057,0.17853,0.067767,0.09956698
0.00058,0.17808,0.067813,0.09956383
0.00013,0.17767,0.06787,0.09970967
0.00058,0.17741,0.067928,0.10241126
0.00076,0.17719,0.067937,0.13253545
0.00146,0.17688,0.067939,0.1367016
0.00117,0.17662,0.067931,0.14155665
0.00098,0.17636,0.06794,0.14980494
0.00063,0.17619,0.067985,0.15366146
0.00212,0.17601,0.068075,0.16782444
0.00187,0.17593,0.068143,0.1721162
0.00156,0.17585,0.0682,0.1762693
0.00126,0.17571,0.068259,0.18031049
0.00039,0.17524,0.068308,0.18422468
0.00094,0.17495,0.068383,0.18761154
0.00069,0.17466,0.06845,0.1903503
0.00017,0.17421,0.06851,0.19052923
0.00142,0.17386,0.068514,0.19070588
0.00163,0.17352,0.0685,0.19155596
0.00152,0.17323,0.068491,0.19507412
0.00323,0.17258,0.068482,0.20053896
0.00071,0.17246,0.068527,0.20148503
0.00217,0.17234,0.068619,0.2025276
0.00233,0.17223,0.068725,0.20284784
0.00248,0.17215,0.068836,0.203092
0.00186,0.17209,0.068924,0.20340564
0.00175,0.17201,0.069014,0.20351007
0.00108,0.17181,0.069097,0.20377467
0.00067,0.17131,0.069182,0.2038592
0.00169,0.17084,0.06921,0.20397728
0.00109,0.17055,0.069229,0.20398131
0.00157,0.17027,0.069214,0.20398541
0.00274,0.1698,0.069199,0.20431666
0.00178,0.16942,0.069195,0.20447285
0.00024,0.169,0.069297,0.20464615
0.00171,0.16886,0.069408,0.20487538
0.0016,0.16878,0.069508,0.20505661
0.00174,0.16871,0.06961,0.20518668
0.00226,0.16866,0.069735,0.20525915
0.00228,0.1686,0.069862,0.20527194
0.00157,0.16853,0.069951,0.20522749
0.00066,0.16831,0.070041,0.2050594
0.0017,0.16788,0.070041,0.20484438
0.00477,0.16707,0.069959,0.20357442
0.00225,0.16673,0.069903,0.20300383
0.00202,0.16639,0.069849,0.2022477
0.00083,0.16602,0.06986,0.20218727
0.00036,0.16565,0.069888,0.2021262
0.00281,0.16555,0.07004,0.20006464
0.0039,0.16545,0.070252,0.19940615
0.00346,0.16535,0.070427,0.19579675
0.00209,0.16522,0.070545,0.19493357
0.00038,0.16487,0.070592,0.19342763
0.00243,0.1645,0.070502,0.19211532
0.00245,0.16415,0.070393,0.19075291
0.00247,0.16381,0.070285,0.18689144
0.00233,0.16346,0.070183,0.18518016
0.00169,0.1631,0.070115,0.18373767
0.00013,0.16272,0.070114,0.18226099
0.00148,0.16253,0.070191,0.18137337
0.00271,0.16241,0.070324,0.18131952
0.00225,0.16233,0.070433,0.18126812
0.00236,0.16227,0.070552,0.18104641
0.00242,0.16221,0.070673,0.1806713
0.00245,0.16216,0.070785,0.18322824
0.00021,0.16212,0.070804,0.18457431
0.00303,0.16168,0.070659,0.1922239
0.00246,0.16137,0.070551,0.19727554
0.0044,0.16083,0.070343,0.20226714
0.00236,0.16053,0.070232,0.2048113
0.00164,0.16023,0.070157,0.20740364
0.00084,0.15982,0.070111,0.21270368
0.00184,0.1597,0.070208,0.21541543
0.00462,0.15956,0.07044,0.21635931
0.00256,0.1595,0.070582,0.21690041
0.00266,0.15945,0.07073,0.21916931
0.0027,0.15939,0.070883,0.22123628
0.00041,0.15937,0.070906,0.22172102
0.00049,0.15927,0.070878,0.21990791
0.00237,0.15902,0.070757,0.21831693
0.0025,0.15878,0.070619,0.21631467
0.0025,0.15854,0.070481,0.21428561
0.00317,0.15825,0.070309,0.21201212
0.00196,0.158,0.070191,0.20954109
0.00023,0.15774,0.070181,0.20575941
0.0015,0.1576,0.070263,0.20279641
0.00334,0.15747,0.070458,0.19969249
0.00293,0.15737,0.070624,0.19648773
0.00229,0.15729,0.070758,0.19447198
0.00533,0.15718,0.071065,0.1940856
0.00048,0.15714,0.071093,0.19168377
0.00144,0.15699,0.071013,0.19617501
0.00224,0.1568,0.070896,0.19935127
0.0034,0.15653,0.070706,0.20771633
0.00417,0.15621,0.070486,0.21574762
0.00222,0.15606,0.070373,0.23052977
0.00224,0.1559,0.070262,0.25150134
0.00118,0.15581,0.070205,0.26005801
0.00102,0.1557,0.070162,0.26767688
0.00132,0.15563,0.070244,0.2738535
0.00191,0.15558,0.07036,0.27406203
0.00328,0.15552,0.070551,0.28040316
0.00459,0.15546,0.07082,0.28681045
0.00443,0.1554,0.07108,0.29830126
0.00314,0.15536,0.071265,0.30691446
0.00267,0.15529,0.071428,0.31159976
0.0017,0.15511,0.071362,0.3153684
0.00194,0.15495,0.071287,0.31837074
0.00353,0.15471,0.071148,0.32020798
0.00275,0.15453,0.071051,0.32150337
0.00277,0.1544,0.070944,0.32226064
0.00285,0.15427,0.070833,0.32223644
0.00336,0.15413,0.070707,0.3184517
0.0001,0.15411,0.070718,0.31308562
0.00131,0.1541,0.070797,0.30617008
0.00189,0.15408,0.07091,0.30605914
0.00269,0.15406,0.071067,0.30594819
0.00363,0.15404,0.071277,0.302668
0.00478,0.15404,0.07155,0.29786531
0.00557,0.15405,0.071872,0.28809045
0.00509,0.15405,0.072172,0.2857972
0.00149,0.154,0.072121,0.28330427
0.00205,0.15392,0.072046,0.2816254
0.00326,0.15383,0.071911,0.28030208
0.00447,0.15374,0.071703,0.27795715
0.00439,0.15371,0.07146,0.27789571
0.00254,0.15372,0.07129,0.27806534
0.00057,0.15378,0.071206,0.2786816
0.00193,0.15382,0.071299,0.27935671
0.00313,0.15385,0.071469,0.2800717
0.00295,0.15391,0.071627,0.28010694
0.00493,0.15397,0.071917,0.28014713
0.00136,0.15399,0.071997,0.28041947
0.00114,0.15402,0.072062,0.28331079
3E-05,0.15404,0.072053,0.29170429
0.0029,0.15416,0.07178,0.32521475
0.00278,0.15426,0.071519,0.34923349
0.00369,0.15441,0.071152,0.37398376
0.00473,0.15464,0.07065,0.38633537
0.00499,0.15494,0.070068,0.39852554
0.00032,0.15507,0.069999,0.42217363
0.00057,0.15524,0.069929,0.43350241
0.00159,0.15542,0.069934,0.44700026
0.00363,0.15556,0.070132,0.44819493
0.00359,0.15571,0.070328,0.45372353
0.00238,0.15581,0.070457,0.46675673
0.00074,0.15586,0.070488,0.47469755
0.00021,0.15593,0.070433,0.48001616
0.00226,0.1561,0.070159,0.47959961
0.00235,0.15625,0.069883,0.47848945
0.00328,0.15648,0.0695,0.47629425
0.00317,0.15671,0.069126,0.47328005
0.00414,0.15704,0.068623,0.47012868
0.00335,0.1574,0.068165,0.46650769
0.00147,0.15756,0.068193,0.46247739
0.00294,0.15775,0.068316,0.45984832
0.00406,0.15801,0.068497,0.45965372
0.00294,0.15819,0.068633,0.45945882
0.00343,0.15843,0.068768,0.44319774
0.00086,0.15853,0.068644,0.43343525
0.00185,0.15869,0.068409,0.42019072
0.00242,0.15889,0.068107,0.41485481
0.00308,0.15913,0.067728,0.4076499
0.003,0.15938,0.067364,0.39504947
0.00356,0.15966,0.066945,0.3886873
0.00095,0.15976,0.066824,0.37610883
0.00022,0.15989,0.066781,0.37589248
0.00099,0.16002,0.066796,0.37491495
0.00178,0.16015,0.066857,0.37221833
0.00259,0.16031,0.066958,0.372616
0.00332,0.16051,0.067077,0.38248771
0.00305,0.16072,0.06716,0.38715498
1E-05,0.16084,0.06709,0.39348962
0.00158,0.16106,0.066877,0.39843104
0.00247,0.16135,0.06659,0.40353016
0.00388,0.16165,0.066252,0.41038067
0.0034,0.1619,0.065986,0.41634552
0.00079,0.16196,0.065928,0.42234658
0.00049,0.162,0.06589,0.42835985
0.00003,0.16206,0.06587,0.43433516
0.0008,0.16218,0.065871,0.43688061
0.00291,0.16241,0.065933,0.43760957
0.00227,0.16261,0.065972,0.44832593
0.00147,0.16275,0.06599,0.48533272
0.00125,0.16292,0.065993,0.49740954
0.00042,0.16314,0.065941,0.51269115
0.00088,0.16329,0.065858,0.53848776
0.00136,0.16349,0.065747,0.55105274
0.00218,0.16371,0.065607,0.58855333
0.0029,0.16403,0.065437,0.59787362
0.00306,0.16437,0.065268,0.59843351
0.0008,0.16449,0.065224,0.59898487
0.00071,0.1646,0.065178,0.60161602
0.00059,0.16468,0.065181,0.6213751
0.00145,0.16486,0.065189,0.62309078
0.00139,0.16504,0.065193,0.62352399
0.00069,0.16515,0.065192,0.62310245
0.00043,0.16528,0.065177,0.62181796
9E-05,0.16566,0.065098,0.61998787
0.00058,0.16598,0.065019,0.6175585
0.00101,0.16638,0.064919,0.61477214
0.00067,0.16682,0.064828,0.6115587
0.00197,0.16722,0.06472,0.60811107
0.00063,0.16737,0.064685,0.60802724
0.00081,0.16755,0.064643,0.60631719
7E-05,0.16761,0.064634,0.59656258
0.00049,0.16772,0.06463,0.58568705
0.0012,0.1679,0.06463,0.58000495
0.00077,0.16801,0.064632,0.57341957
0.00078,0.16811,0.064635,0.5609943
0.00075,0.16822,0.064635,0.55419647
0.00056,0.16838,0.064628,0.53272975
0.00033,0.16873,0.064582,0.53199747
0.00025,0.1691,0.064544,0.53131132
0.00078,0.16963,0.064503,0.52851076
0.00111,0.17029,0.064485,0.52474765
0.00031,0.17053,0.064492,0.52826167
0.0005,0.17075,0.064503,0.53119836
2E-05,0.17077,0.064505,0.53340871
0,0.17078,0.064505,0.5355298
0,0.17078,0.064506,0.53775722
0.00001,0.17083,0.064509,0.53960017
5E-05,0.17104,0.064526,0.54074579
0.00021,0.17157,0.064589,0.54156041
0.00025,0.17209,0.064685,0.54189782
0.00069,0.17264,0.064839,0.5419072
0.00022,0.17295,0.064937,0.54191498
0.00045,0.1735,0.065135,0.53538651
0.00088,0.1736,0.065161,0.52272091
0.00097,0.17368,0.065179,0.50624012
0.00098,0.17375,0.065196,0.49826812
0.00039,0.17383,0.065223,0.4898945
0.00066,0.17404,0.065324,0.47002635
0.00131,0.17438,0.065513,0.4618334
0.00053,0.17453,0.065595,0.44917507
0.00048,0.17473,0.065702,0.44898129
0.00055,0.175,0.065835,0.44802229
0.00028,0.17521,0.065936,0.44348457
0.00027,0.1754,0.066036,0.4310401
0.00096,0.17563,0.066148,0.41736945
0.00049,0.17587,0.066274,0.41373151
0.00075,0.17606,0.066366,0.41105938
0.00076,0.17625,0.06646,0.40847048
0.00048,0.17648,0.066589,0.40608009
0.00103,0.1766,0.066644,0.40369402
0.00102,0.17668,0.066677,0.40142763
0.00013,0.1767,0.066687,0.39914041
1E-05,0.17671,0.066694,0.39694926
0.00023,0.17677,0.066727,0.39560148
0.00086,0.17696,0.066841,0.39549548
0.0005,0.1771,0.06692,0.39485562
0.00012,0.17726,0.067005,0.39201765
0.00076,0.1775,0.067129,0.38599373
0.0004,0.1777,0.067227,0.38046544
0.00039,0.1779,0.067324,0.37705751
0.0007,0.17811,0.067424,0.37360085
0.0005,0.17832,0.067519,0.36746111
0.0005,0.17852,0.067612,0.36475833
0.0005,0.17873,0.067703,0.35658043
0.00033,0.17898,0.067812,0.356538
0.00051,0.1792,0.067901,0.35649893
0.00053,0.17941,0.067988,0.3563528
0.00065,0.17964,0.068069,0.35674062
0.00031,0.17973,0.068101,0.41269368
0.00013,0.17978,0.068117,0.43748634
0.00019,0.1798,0.068125,0.4580023
0.00116,0.17984,0.068149,0.47908878
0.00161,0.17989,0.068182,0.50485803
0.00087,0.17994,0.06821,0.52660886
0.00052,0.18009,0.068269,0.54832919
0.00086,0.18039,0.068387,0.56977278
0.00027,0.1807,0.068495,0.59085659
0.00052,0.18094,0.068582,0.60871351
0.00055,0.18118,0.068671,0.60916559
0.00041,0.18147,0.068772,0.61183029
0.00043,0.18176,0.068873,0.62205709
5E-05,0.18198,0.068944,0.65338128
0.00035,0.18219,0.069002,0.65549401
0.00088,0.1825,0.069081,0.65271997
0.00071,0.18276,0.069147,0.64747181
0.00019,0.18302,0.069227,0.62350178
0.00244,0.18334,0.069391,0.61204452
0.0017,0.18352,0.069496,0.56713861
0.00108,0.18358,0.069543,0.56678486
0.00115,0.18361,0.069588,0.56560227
0.00206,0.18366,0.069667,0.56269788
0.00133,0.18376,0.069745,0.5492837
0.00049,0.18441,0.069971,0.51204366
0.00073,0.18471,0.070106,0.50195469
5E-05,0.18494,0.070198,0.49652904
0.00046,0.18517,0.070271,0.49184006
0.00069,0.1854,0.070335,0.48645284
0.00071,0.18564,0.070401,0.48254812
0.00044,0.18588,0.070478,0.47918368
0.00093,0.18612,0.070612,0.4765025
0.00216,0.18638,0.0708,0.47422375
0.00103,0.1866,0.070931,0.47298256
0.00104,0.18681,0.071065,0.47297793
0.0016,0.18703,0.071225,0.47295328
0.00108,0.18729,0.071392,0.47290283
0.0015,0.18745,0.071533,0.47510852
0.002,0.18747,0.071637,0.46702676
0.00202,0.18749,0.071745,0.4363892
0.00026,0.18758,0.071774,0.37814113
0.00159,0.18802,0.071904,0.10025576
0.0007,0.18822,0.071961,0
0.00079,0.18846,0.072036,0
0.00023,0.18866,0.072115,0
0.00092,0.18885,0.07225,0
0.00127,0.18907,0.072427,0
0.00237,0.18926,0.072646,0
0.00444,0.18963,0.073081,0
0.00143,0.18981,0.073257,0
0.00266,0.18999,0.073508,0
0.00029,0.19019,0.073625,0
0.0002,0.19038,0.073713,0
0.00044,0.19058,0.073788,0
0.00074,0.19078,0.073844,0
0.00078,0.19098,0.073898,0
0.00079,0.19119,0.073952,0
8E-05,0.19123,0.073967,0
0.000356,0.19123,0.073996,0
0.002049,0.19123,0.074127,0
0.001773,0.19129,0.074277,0
0.002463,0.19157,0.074613,0
0.001617,0.19168,0.074795,0.36204001
0.001466,0.19181,0.074989,0.6717839
0.000866,0.19209,0.07522,0.94391869
0.001499,0.1922,0.075416,1.11652011
0.001495,0.19231,0.075614,1.24212602
0.000682,0.19259,0.075719,1.24587641
0.000424,0.19278,0.075791,1.25881356
0.000772,0.19298,0.075837,1.36762933
0.000781,0.19318,0.075884,1.40882271
0.000807,0.19342,0.075953,1.42501035
0.002919,0.19368,0.076368,1.38723894
0.001179,0.19386,0.076586,1.3724618
0.001167,0.19406,0.076806,1.36836019
0.001411,0.19419,0.077016,1.36892984
0.001157,0.19434,0.077206,1.36896973
0.00087,0.19455,0.077406,1.36901017
0.001672,0.19457,0.077574,1.36922034
0.002375,0.19454,0.077783,1.37045771
0.000334,0.19454,0.077814,1.37984366
4.5E-05,0.19454,0.07782,1.39561691
7.6E-05,0.19458,0.077831,1.40692467
0.000328,0.19472,0.077882,1.43157121
0.000506,0.19496,0.078053,1.44062919
0.000348,0.19541,0.078322,1.45190374
0.002069,0.19554,0.078588,1.45329027
0.000713,0.19576,0.078768,1.4532855
0.000659,0.19601,0.078947,1.45324539
0.00128,0.1962,0.079157,1.4453463
0.001008,0.1964,0.079343,1.43805387
0.00101,0.19661,0.079528,1.38945224
0.000368,0.19691,0.079614,1.36503257
0.000638,0.19721,0.079674,1.30501351
0.00071,0.19746,0.079703,1.28328573
0.000858,0.19773,0.079717,1.28288601
0.002707,0.19847,0.079708,1.27030975
0.000292,0.19862,0.079723,1.2159182
0.00092,0.1987,0.079826,1.14327473
0.002948,0.19872,0.080093,1.11034286
0.002206,0.19872,0.080287,1.06733307
0.00191,0.19871,0.080452,1.01890831
0.001935,0.19871,0.080616,0.98258888
0.00181,0.19874,0.08078,0.94753919
0.001137,0.19897,0.080932,0.91352072
0.000427,0.19941,0.081064,0.90073418
0.000279,0.20004,0.081204,0.90011813
0.001542,0.20055,0.081152,0.8964315
0.001622,0.20107,0.081085,0.88123224
0.002332,0.20184,0.080974,0.77693171
0.002678,0.20281,0.080833,0.72117698
0.00014,0.20329,0.080856,0.67888835
0.001527,0.20367,0.081009,0.64564382
0.001892,0.20393,0.081182,0.58195598
0.001071,0.20428,0.081291,0.57636531
0.0019391,0.20434,0.081453,0.57340106
0.0020793,0.20436,0.081622,0.56286705
0.0020936,0.20437,0.081792,0.49624501
0.002668,0.20444,0.082008,0.47109991
0.0013758,0.20465,0.082125,0.43597804
0.00385527,0.20655,0.081909,0.35740997
0.00345807,0.20785,0.081703,0.33367361
0.00162302,0.2085,0.081611,0.31162819
0.00094944,0.20916,0.081573,0.30509074
0.0008835,0.21034,0.081704,0.3047624
0.0014591,0.21057,0.081825,0.30443448
0.0016431,0.21073,0.081955,0.30280105
0.0027963,0.2108,0.082164,0.29476166
0.002219,0.21086,0.0823276,0.25983486
0.002057,0.21098,0.0824793,0.24568709
0.001243,0.2114,0.082585,0.22795723
0.000354,0.21244,0.0826017,0.18462911
0.001656,0.21343,0.082529,0.17060002
0.002083,0.21443,0.0824318,0.1312685
